k,phase,seg,sim_time_ns,a_thrust,a_roll,a_pitch,a_yaw,cmd_wx,cmd_wy,cmd_wz,cmd_thrust,collective,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,k_tick
-1,boot,boot,2946927547000,,,,,0.0,0.0,0.0,1.0,0.2656,0.0,0.0,-0.0,-2.9991230964660645,-0.002353191375732422,-9.34030818939209,0
0,prog,g0+a,2946955640000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,-0.008483135141432285,-0.010603515431284904,-0.0001695016399025917,-3.0554728507995605,0.05363595485687256,-8.356416702270508,1
1,prog,g0+a,2946983200000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,0.00019610021263360977,-0.011028984561562538,-0.13883858919143677,-1.4199985265731812,0.0005110427737236023,-9.312725067138672,2
1,prog,g0+a,2947004127000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,0.07462318986654282,-0.006926313042640686,-0.7600276470184326,0.00039064884185791016,0.005395770072937012,-10.412012100219727,3
3,prog,g0+a,2947031777000,-0.48,-0.04792994,-0.0,0.14480892,-0.1505000115999997,-0.0,0.45470000880000017,1.3,0.34528000000000003,0.10725942254066467,0.005177050828933716,-1.2023917436599731,-0.0015665292739868164,0.00931394100189209,-12.47991943359375,4
3,prog,g0+a,2947052678000,-0.48,-0.04792994,-0.0,0.14480892,-0.1505000115999997,-0.0,0.45470000880000017,1.3,0.34528000000000003,0.21120141446590424,-0.0021944046020507812,-1.2004867792129517,-0.0017600059509277344,0.019786596298217773,-13.473063468933105,5
4,prog,g0,2947080381000,-0.66116,-0.04640127,-0.0,0.10210191,-0.14569998780000004,-0.0,0.3205999974,0.8471000000000001,0.22498976,0.4922780394554138,-0.006438136100769043,-1.252721905708313,-0.0033807754516601562,0.048681020736694336,-14.211221694946289,6
6,prog,g0,2947108225000,-0.646864,-0.10605096,-0.0,-0.05987261,-0.33300001440000004,-0.0,-0.1879999953999998,0.8828400000000001,0.23448230400000003,0.42722320556640625,0.00900799036026001,-1.1316179037094116,-0.006308197975158691,0.030215978622436523,-10.190837860107422,7
6,prog,g0,2947129011000,-0.646864,-0.10605096,-0.0,-0.05987261,-0.33300001440000004,-0.0,-0.1879999953999998,0.8828400000000001,0.23448230400000003,0.5760149359703064,0.06156188249588013,-0.6992146372795105,-0.015016436576843262,0.05575203895568848,-13.852154731750488,8
8,prog,g0,2947156880000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.9750980734825134,0.09809088706970215,0.48677462339401245,-0.01786339282989502,0.04831099510192871,-7.079091548919678,9
8,prog,g0,2947177726000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.8430507183074951,-0.03425556421279907,0.9354628920555115,-0.01531219482421875,0.029994666576385498,-5.052916526794434,10
9,prog,g0,2947205463000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.4677336812019348,-0.04430706799030304,0.9214538335800171,-0.020009219646453857,0.018214106559753418,-5.4642181396484375,11
11,prog,g0,2947233673000,-0.633648,0.02557325,-0.0,0.02566879,0.08030000500000023,-0.0,0.0806000006000005,0.91588,0.243257728,0.4927739202976227,-0.0030645132064819336,0.6529289484024048,-0.026818156242370605,0.022407889366149902,-6.446757793426514,12
11,prog,g0,2947254124000,-0.633648,0.02557325,-0.0,0.02566879,0.08030000500000023,-0.0,0.0806000006000005,0.91588,0.243257728,0.3522678017616272,0.02494359016418457,0.4459155201911926,-0.034526288509368896,0.02434682846069336,-9.558560371398926,13
13,prog,g0,2947281812000,-0.63454,0.05171975,-0.0,0.06955414,0.1624000149999998,-0.0,0.2183999995999999,0.9136500000000001,0.24266544,-0.26261934638023376,0.03145785629749298,-0.1714206486940384,-0.04193305969238281,-0.014076828956604004,-8.606974601745605,14
13,prog,g0,2947302844000,-0.63454,0.05171975,-0.0,0.06955414,0.1624000149999998,-0.0,0.2183999995999999,0.9136500000000001,0.24266544,-0.370181143283844,-0.010337159037590027,-0.4766162633895874,-0.045275092124938965,-0.018933773040771484,-8.298962593078613,15
14,prog,g0,2947330476000,-0.636596,0.06041401,-0.0,0.0989172,0.18969999139999993,-0.0,0.3106000080000002,0.9085099999999999,0.241300256,-0.4661675989627838,-0.013263493776321411,-0.7310079336166382,-0.05299055576324463,-0.022803425788879395,-8.197689056396484,16
16,prog,g0,2947358222000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.49629050493240356,-0.005128055810928345,-0.7831274271011353,-0.06166541576385498,-0.022984981536865234,-8.250049591064453,17
