sim_time_ns,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
125111903000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125118935000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125132759000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125139697000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125146627000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125153620000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125160486000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125174393000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125181329000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125188291000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125195246000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125209160000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125216069000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125222982000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125229916000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125243831000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125250816000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125257721000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125264653000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125271621000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125285562000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125292480000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125299522000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125306391000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125313309000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125327211000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125334234000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125341138000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125348125000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125355094000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125369091000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125375871000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125382834000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125389764000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125403655000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125410608000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125417548000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125424433000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125431387000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125445288000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125452255000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125459217000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125466119000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125473057000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125486961000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125493895000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125500899000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125507820000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125521715000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125528605000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125535608000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125542542000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125556385000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125563313000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125570324000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125577222000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125584271000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125598128000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125605065000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125612024000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125619117000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125625872000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125639792000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125646718000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125653748000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125660682000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125674573000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125681525000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125688443000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125695345000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125702346000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125716232000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125723194000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125730137000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125737090000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125750907000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125757804000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125764754000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125771716000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125785603000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
125792579000,0.0,0.0,-0.0,-2.999157190322876,-0.002342820167541504,-9.34029769897461
