t_s,regime,anchored,consec_det,det,det_range_m,trk_range_m,trk_az,trk_el,coast,est_roll,est_pitch,est_yaw,thr,cmd_roll_rps,cmd_pitch_rps,cmd_yaw_rps,tsv_s
57.585,settle,0,1,1,41.60,41.60,+0.330,-0.017,0,+0.0000,+0.0000,+0.0000,0.266,+0.000,+0.000,-0.000,inf
57.627,settle,0,2,1,41.36,41.48,+0.330,-0.018,0,+0.0002,-0.3107,-0.0154,0.275,+0.000,+0.000,-0.000,inf
58.113,settle,0,0,0,-1.00,41.48,+0.330,-0.018,1,-0.0000,-0.3106,-0.0095,0.275,+0.000,+0.000,-0.000,inf
58.606,anchor,0,0,0,-1.00,41.48,+0.330,-0.018,2,+0.0001,-0.3106,-0.0115,0.275,+0.000,+0.000,-0.000,inf
59.071,anchor,0,0,0,-1.00,41.48,+0.330,-0.018,3,+0.0001,-0.3106,-0.0122,0.275,+0.000,+0.000,-0.000,inf
59.551,anchor,0,0,0,-1.00,41.48,+0.330,-0.018,4,-0.0002,-0.3106,-0.0060,0.273,+0.000,+0.000,-0.000,inf
60.030,anchor,0,0,0,-1.00,41.48,+0.330,-0.018,5,-0.0004,-0.3106,-0.0039,0.273,+0.000,+0.000,-0.000,inf
60.509,anchor,0,0,0,-1.00,41.48,+0.330,-0.018,6,-0.0002,-0.2448,-0.0053,0.269,+0.000,+0.000,-0.000,inf
