k,phase,sim_time_ns,a_thrust,a_roll,a_pitch,a_yaw,cmd_wx,cmd_wy,cmd_wz,cmd_thrust,collective,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
-1,boot,54765318000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0,0.0,-0.0,-2.999192714691162,-0.0023343563079833984,-9.340286254882812
-1,boot,54786155000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.008355592377483845,-0.01086321659386158,-0.0033519985154271126,-2.975551128387451,0.0753316879272461,-8.356244087219238
-1,boot,54813984000,,,,,0.0,0.0,0.0,1.5,0.3984,0.002401061123237014,0.002117969561368227,0.0005173494573682547,-0.018637537956237793,0.0001468658447265625,-9.792799949645996
-1,boot,54834811000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0007087704725563526,0.00313208787702024,0.0008311162819154561,-0.0007960796356201172,6.389617919921875e-05,-13.218897819519043
-1,boot,54862557000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0002929282491095364,-0.00016506380052305758,0.0003173834702465683,-0.0015735626220703125,-3.218650817871094e-05,-15.992549896240234
-1,boot,54890371000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00010400434257462621,2.315727761015296e-05,-0.00016268678882624954,-0.0034461021423339844,-5.4836273193359375e-06,-17.398584365844727
-1,boot,54918226000,,,,,0.0,0.0,0.0,1.5,0.3984,9.521411266177893e-05,0.00028854451375082135,-0.00019489246187731624,-0.008362770080566406,8.106231689453125e-06,-18.05011749267578
-1,boot,54938976000,,,,,0.0,0.0,0.0,1.5,0.3984,4.973354225512594e-05,0.00018575758440420032,-7.098470814526081e-05,-0.008553266525268555,-3.5762786865234375e-06,-18.287412643432617
-1,boot,54967043000,,,,,0.0,0.0,0.0,1.5,0.3984,5.0898073823191226e-05,0.0001430357515346259,4.89591620862484e-05,-0.05319356918334961,-3.314018249511719e-05,-18.286752700805664
-1,boot,54994665000,,,,,0.0,0.0,0.0,1.5,0.3984,4.817861190531403e-05,0.00013985048281028867,4.918508057016879e-05,-0.017567157745361328,-1.430511474609375e-06,-18.420339584350586
-1,boot,55015447000,,,,,0.0,0.0,0.0,1.5,0.3984,4.223296127747744e-05,0.00012590899132192135,1.503413022874156e-05,-0.016625165939331055,-3.5762786865234375e-06,-18.405292510986328
-1,boot,55050394000,,,,,0.0,0.0,0.0,1.5,0.3984,3.651389852166176e-05,0.00010645652946550399,-1.6231761037488468e-05,-0.05170083045959473,-2.193450927734375e-05,-18.23512077331543
-1,boot,55071188000,,,,,0.0,0.0,0.0,1.5,0.3984,3.287076106062159e-05,9.693673928268254e-05,-1.2153588613728061e-05,-0.03247237205505371,-7.152557373046875e-07,-18.243438720703125
-1,boot,55092039000,,,,,0.0,0.0,0.0,1.5,0.3984,2.998410491272807e-05,8.836898632580414e-05,-2.8149506761110388e-06,-0.03776073455810547,-9.5367431640625e-07,-18.174095153808594
-1,boot,55126736000,,,,,0.0,0.0,0.0,1.5,0.3984,2.590345684438944e-05,7.592345355078578e-05,4.42252894572448e-06,-0.04723215103149414,-6.67572021484375e-06,-18.051713943481445
-1,boot,55154550000,,,,,0.0,0.0,0.0,1.5,0.3984,2.2594125766772777e-05,6.705103442072868e-05,2.1914229364483617e-06,-0.05559515953063965,-4.76837158203125e-06,-17.949565887451172
-1,boot,55175374000,,,,,0.0,0.0,0.0,1.5,0.3984,2.0598632545443252e-05,6.062711327103898e-05,-1.5566274669254199e-07,-0.062291860580444336,-3.814697265625e-06,-17.87108612060547
-1,boot,55203187000,,,,,0.0,0.0,0.0,1.5,0.3984,1.8227030523121357e-05,5.346082616597414e-05,-1.2464020073821303e-06,-0.07183098793029785,-9.5367431640625e-07,-17.764259338378906
-1,boot,55230864000,,,,,0.0,0.0,0.0,1.5,0.3984,1.607643935130909e-05,4.72975370939821e-05,-4.927737791149411e-07,-0.08184051513671875,-9.5367431640625e-06,-17.656076431274414
-1,boot,55251823000,,,,,0.0,0.0,0.0,1.5,0.3984,1.4779670891584828e-05,4.334338882472366e-05,-2.683827915461734e-08,-0.08990883827209473,-2.6226043701171875e-06,-17.57352638244629
-1,boot,55279559000,,,,,0.0,0.0,0.0,1.5,0.3984,1.3067769032204524e-05,3.788295725826174e-05,2.64184791376465e-07,-0.10114622116088867,-9.775161743164062e-06,-17.46210479736328
-1,boot,55300455000,,,,,0.0,0.0,0.0,1.5,0.3984,1.2053285900037736e-05,3.473903052508831e-05,2.532137841626536e-07,-0.1097874641418457,-2.1457672119140625e-06,-17.378339767456055
-1,boot,55328172000,,,,,0.0,0.0,0.0,1.5,0.3984,1.0117928468389437e-05,3.0494258680846542e-05,-1.5541445463895798e-08,-0.12217473983764648,-7.152557373046875e-06,-17.264503479003906
-1,boot,55355937000,,,,,0.0,0.0,0.0,1.5,0.3984,9.29880297917407e-06,2.702137135202065e-05,-9.510472409601789e-08,-0.13497257232666016,-1.1682510375976562e-05,-17.150205612182617
-1,boot,55376761000,,,,,0.0,0.0,0.0,1.5,0.3984,8.337294275406748e-06,2.4518274585716426e-05,-1.671151039772667e-07,-0.14466285705566406,-2.6226043701171875e-06,-17.064769744873047
