k,phase,seg,sim_time_ns,a_thrust,a_roll,a_pitch,a_yaw,cmd_wx,cmd_wy,cmd_wz,cmd_thrust,collective,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
-1,boot,boot,3722651000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0,0.0,-0.0,-2.9991872310638428,0.0009154081344604492,-9.340288162231445
-1,boot,boot,3743378000,,,,,0.0,0.0,0.0,1.5,0.3984,0.004972915165126324,-0.010892096906900406,0.0033229009713977575,-2.9759960174560547,-0.05680489540100098,-8.364203453063965
-1,boot,boot,3778088000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.001615252811461687,0.006225195247679949,-0.0004931202856823802,-0.0005782842636108398,-0.00012695789337158203,-11.077448844909668
-1,boot,boot,3798932000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0007318914867937565,0.005430102348327637,-0.0007501445943489671,-0.0012614727020263672,-6.842613220214844e-05,-14.078113555908203
-1,boot,boot,3819845000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00011163379531353712,0.0017043491825461388,-0.0004220180562697351,-0.0018689632415771484,-1.0013580322265625e-05,-15.989453315734863
-1,boot,boot,3847537000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0002473139902576804,0.0014399117790162563,8.504425932187587e-05,-0.0037698745727539062,-3.3855438232421875e-05,-17.39671516418457
-1,boot,boot,3882261000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00025274965446442366,0.0016584389377385378,0.00017382059013471007,-0.007046937942504883,-2.7418136596679688e-05,-18.151412963867188
-1,boot,boot,3910057000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00020203692838549614,0.0013459533220157027,2.3992659407667816e-05,-0.010457992553710938,-2.6464462280273438e-05,-18.368412017822266
-1,boot,boot,3930917000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0001882712822407484,0.0012303134426474571,-4.56871057394892e-05,-0.013567447662353516,-2.193450927734375e-05,-18.42127799987793
-1,boot,boot,3958738000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0001682641450315714,0.0011009357403963804,-4.400924080982804e-05,-0.018156766891479492,-2.5987625122070312e-05,-18.41567039489746
-1,boot,boot,3979483000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00015218491898849607,0.0009996917797252536,-1.285530743189156e-05,-0.022019147872924805,-1.52587890625e-05,-18.379364013671875
-1,boot,boot,4007355000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0001342344330623746,0.0008809939026832581,1.3226686860434711e-05,-0.02790093421936035,-1.9550323486328125e-05,-18.307645797729492
-1,boot,boot,4035051000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0001188382157124579,0.0007776990532875061,1.098147185984999e-05,-0.034454345703125,-1.9311904907226562e-05,-18.221210479736328
-1,boot,boot,4055949000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00010811822721734643,0.000708030944224447,2.5359331630170345e-06,-0.039700984954833984,-1.5020370483398438e-05,-18.151002883911133
-1,boot,boot,4083688000,,,,,0.0,0.0,0.0,1.5,0.3984,-9.537657024338841e-05,0.0006251056911423802,-3.728229785338044e-06,-0.04734516143798828,-1.1205673217773438e-05,-18.052658081054688
-1,boot,boot,4111460000,,,,,0.0,0.0,0.0,1.5,0.3984,-8.435582276433706e-05,0.0005517255049198866,-2.8515642043203115e-06,-0.05569577217102051,-1.4066696166992188e-05,-17.95038604736328
-1,boot,boot,4132323000,,,,,0.0,0.0,0.0,1.5,0.3984,-7.66351877246052e-05,0.0005019910167902708,-7.708149496465921e-07,-0.062367916107177734,-1.239776611328125e-05,-17.87192726135254
-1,boot,boot,4160096000,,,,,0.0,0.0,0.0,1.5,0.3984,-6.750869215466082e-05,0.0004432452842593193,8.005954441614449e-07,-0.07189655303955078,-1.33514404296875e-05,-17.765249252319336
-1,boot,boot,4187895000,,,,,0.0,0.0,0.0,1.5,0.3984,-5.986480391584337e-05,0.0003913413966074586,7.319031283259392e-07,-0.08189249038696289,-9.775161743164062e-06,-17.657039642333984
-1,boot,boot,4208702000,,,,,0.0,0.0,0.0,1.5,0.3984,-5.4296746384352446e-05,0.00035628577461466193,2.165616024285555e-07,-0.0898282527923584,-6.67572021484375e-06,-17.574758529663086
-1,boot,boot,4236543000,,,,,0.0,0.0,0.0,1.5,0.3984,-4.8153771786019206e-05,0.00031438929727301,-1.2200325727462769e-07,-0.10312891006469727,-9.059906005859375e-06,-17.457738876342773
-1,boot,boot,4264236000,,,,,0.0,0.0,0.0,1.5,0.3984,-4.2175641283392906e-05,0.0002776712644845247,-2.586639311630279e-07,-0.11295866966247559,-6.198883056640625e-06,-17.3507137298584
-1,boot,boot,4285155000,,,,,0.0,0.0,0.0,1.5,0.3984,-3.83807928301394e-05,0.000253100908594206,-2.999295247718692e-07,-0.12222957611083984,-9.298324584960938e-06,-17.265573501586914
-1,boot,boot,4312910000,,,,,0.0,0.0,0.0,1.5,0.3984,-3.4025884815491736e-05,0.00022293538495432585,1.4308170648291707e-08,-0.1350569725036621,-1.430511474609375e-06,-17.151081085205078
-1,boot,boot,4333742000,,,,,0.0,0.0,0.0,1.5,0.3984,-3.09557217406109e-05,0.00020303064957261086,1.8615173758007586e-07,-0.14506101608276367,2.384185791015625e-06,-17.064725875854492
