sim_time_ns,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
290257907000,-0.0006613940931856632,-0.0003730317985173315,0.00013679156836587936,-3.025160312652588,0.015071272850036621,-9.329829216003418
290264926000,0.0008231652318499982,3.189902054145932e-05,-0.00018565804930403829,-3.0407097339630127,-0.004269957542419434,-9.342450141906738
290271762000,-0.00014352586003951728,-0.00014478486264124513,7.277676195371896e-05,-3.000123977661133,0.025573372840881348,-9.325376510620117
290285740000,0.0007486588438041508,0.00020692386897280812,-0.00019351652008481324,-3.040229082107544,-0.0029906034469604492,-9.34361457824707
290292568000,-0.00022080069174990058,2.0322579075582325e-05,7.092178566381335e-05,-2.9999771118164062,0.02563643455505371,-9.32505989074707
290299609000,-0.0006215603207238019,-0.0002112557995133102,0.00011369432468200102,-3.0242438316345215,0.015297412872314453,-9.331926345825195
290306458000,0.0007695913081988692,0.0002609709626995027,-0.00019331509247422218,-3.040562152862549,-0.003441929817199707,-9.342185020446777
290313442000,-0.0001972704631043598,5.506833258550614e-05,7.146356074372306e-05,-3.0000832080841064,0.025632143020629883,-9.324763298034668
290327299000,0.0008108538459055126,0.0002532736980356276,-0.00019045962835662067,-3.0405654907226562,-0.0033965110778808594,-9.342028617858887
290334320000,-0.00015142469783313572,2.9448579880408943e-05,7.105791883077472e-05,-3.0003433227539062,0.025487899780273438,-9.325037002563477
290341214000,-0.0005638418369926512,-0.0002217672299593687,0.00011457291839178652,-3.02437162399292,0.015404939651489258,-9.331727981567383
290348144000,0.0008041362161748111,0.0002525264862924814,-0.00019027518283110112,-3.040548801422119,-0.003264188766479492,-9.342303276062012
290355075000,-0.00015453911328222603,3.531778929755092e-05,7.163574628066272e-05,-3.0003600120544434,0.025443196296691895,-9.325080871582031
290368991000,0.0008064514258876443,0.00026188604533672333,-0.00019001023611053824,-3.040623664855957,-0.003366708755493164,-9.342290878295898
290375904000,-0.00015699517098255455,3.882168675772846e-05,7.15429923729971e-05,-3.000349998474121,0.025501728057861328,-9.32504653930664
290382921000,-0.0005666331853717566,-0.0002073305076919496,0.00011635791452135891,-3.0243170261383057,0.015398025512695312,-9.331677436828613
290397332000,-0.00015740221715532243,4.145379352848977e-05,7.297844422282651e-05,-3.0003058910369873,0.025529980659484863,-9.32500171661377
290397332000,-0.00015740221715532243,4.145379352848977e-05,7.297844422282651e-05,-3.0003058910369873,0.025529980659484863,-9.32500171661377
290418957000,0.0007639175746589899,0.0004924739478155971,-0.0002319744962733239,-3.037010431289673,0.00034487247467041016,-9.338403701782227
290439077000,-0.00014478394587058574,0.00031761883292347193,2.794119791360572e-05,-2.9965438842773438,0.027269721031188965,-9.322795867919922
290454145000,-0.0005603329045698047,-0.0003350325278006494,0.00011820405052276328,-3.0248870849609375,0.013300538063049316,-9.330987930297852
290462158000,0.000724283279851079,0.00022436585277318954,-0.0001985447306651622,-3.036923885345459,0.0002664327621459961,-9.339242935180664
290462158000,0.000724283279851079,0.00022436585277318954,-0.0001985447306651622,-3.036923885345459,0.0002664327621459961,-9.339242935180664
290476448000,-0.00016694999067112803,-0.000497280852869153,0.0001440572232240811,-3.0219311714172363,0.011082768440246582,-9.336191177368164
290483341000,0.0008546620374545455,0.0002346046967431903,-0.0001407674135407433,-3.0390753746032715,-9.679794311523438e-05,-9.343629837036133
290499752000,-0.0008389073191210628,-0.0015489822253584862,0.0003797957906499505,-3.022636890411377,0.011220693588256836,-9.340714454650879
290506699000,0.00010957717313431203,-0.0001942125236382708,-0.00018440166604705155,-3.0499043464660645,0.002064943313598633,-9.341165542602539
290513633000,-0.0010483749210834503,1.0747462511062622e-06,4.608993185684085e-05,-2.992706537246704,0.03120243549346924,-9.318187713623047
290527374000,-0.00013686995953321457,0.0002345192333450541,1.6401929315179586e-05,-3.0001883506774902,0.02675306797027588,-9.323419570922852
290534443000,-0.0002693871792871505,-0.0002142198063666001,9.585752559360117e-05,-3.0238523483276367,0.012236595153808594,-9.332353591918945
290541236000,0.0009740019449964166,0.00036215392174199224,-0.00019790310761891305,-3.0403857231140137,-0.0024400949478149414,-9.343231201171875
290548285000,9.97577008092776e-05,0.00015422928845509887,4.910413917968981e-05,-2.999892234802246,0.02458822727203369,-9.326075553894043
290555188000,-0.0004411489353515208,-1.9272236386314034e-05,0.00010760543227661401,-3.024364948272705,0.016449451446533203,-9.331862449645996
