t,a_thrust,a_roll,a_pitch,a_yaw,seg
0.00000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.02500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.05000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.07500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.10000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.12500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.15000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.17500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.20000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.22500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.25000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.27500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.30000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.32500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.35000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.37500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.40000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.42500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.45000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.47500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.50000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.52500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.55000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.57500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.60000,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.62500,-0.600000,0.000000,-0.100000,0.000000,pitch_45
0.65000,-0.600000,0.000000,0.000000,0.000000,settle
0.67500,-0.600000,0.000000,0.000000,0.000000,settle
0.70000,-0.600000,0.000000,0.000000,0.000000,settle
0.72500,-0.600000,0.000000,0.000000,0.000000,settle
0.75000,-0.600000,0.000000,0.000000,0.000000,settle
0.77500,-0.600000,0.000000,0.000000,0.000000,settle
0.80000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
0.82500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
0.85000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
0.87500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
0.90000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
0.92500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
0.95000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
0.97500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.00000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.02500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.05000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.07500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.10000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.12500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.15000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.17500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.20000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.22500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.25000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.27500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.30000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.32500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.35000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.37500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.40000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.42500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.45000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.47500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.50000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.52500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.55000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.57500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.60000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.62500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.65000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.67500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.70000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.72500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.75000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.77500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.80000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.82500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.85000,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
1.87500,-0.200000,0.000000,0.000000,0.000000,thrust2g_45
