t,a_thrust,a_roll,a_pitch,a_yaw
1.07500,-0.600000,0.600000,0.000000,0.000000
1.10000,-0.600000,0.600000,0.000000,0.000000
1.12500,-0.600000,0.600000,0.000000,0.000000
1.15000,-0.600000,0.600000,0.000000,0.000000
1.17500,-0.600000,0.600000,0.000000,0.000000
1.20000,-0.600000,0.600000,0.000000,0.000000
1.22500,-0.600000,0.600000,0.000000,0.000000
1.25000,-0.600000,0.600000,0.000000,0.000000
1.27500,-0.600000,0.600000,0.000000,0.000000
1.30000,-0.600000,-0.600000,0.000000,0.000000
1.32500,-0.600000,-0.600000,0.000000,0.000000
1.35000,-0.600000,-0.600000,0.000000,0.000000
1.37500,-0.600000,-0.600000,0.000000,0.000000
1.40000,-0.600000,-0.600000,0.000000,0.000000
1.42500,-0.600000,-0.600000,0.000000,0.000000
1.45000,-0.600000,-0.600000,0.000000,0.000000
1.47500,-0.600000,-0.600000,0.000000,0.000000
1.50000,-0.600000,-0.600000,0.000000,0.000000
1.52500,-0.600000,-0.600000,0.000000,0.000000
1.55000,-0.600000,-0.600000,0.000000,0.000000
1.57500,-0.600000,-0.600000,0.000000,0.000000
1.60000,-0.600000,0.000000,0.000000,0.000000
1.62500,-0.600000,0.000000,0.000000,0.000000
1.65000,-0.600000,0.000000,0.000000,0.000000
1.67500,-0.600000,0.000000,0.000000,0.000000
1.70000,-0.600000,0.000000,0.000000,0.000000
1.72500,-0.600000,0.000000,0.000000,0.000000
1.75000,-0.600000,0.000000,0.000000,0.000000
1.77500,-0.600000,0.000000,0.000000,0.000000
1.80000,-0.600000,0.000000,0.000000,0.000000
1.82500,-0.600000,0.000000,0.000000,0.000000
1.85000,-0.600000,0.000000,0.000000,0.000000
1.87500,-0.600000,0.000000,0.000000,0.000000
1.90000,-0.600000,0.000000,0.000000,0.000000
1.92500,-0.600000,0.000000,0.000000,0.000000
1.95000,-0.600000,0.000000,0.000000,0.000000
1.97500,-0.600000,0.000000,0.000000,0.000000
2.00000,-0.600000,0.000000,0.000000,0.000000
2.02500,-0.600000,0.000000,0.000000,0.000000
2.05000,-0.600000,0.000000,0.000000,0.000000
2.07500,-0.600000,0.000000,0.000000,0.000000
2.10000,-0.600000,0.000000,0.000000,0.000000
2.12500,-0.600000,0.032819,0.000000,0.000000
2.15000,-0.600000,0.068256,0.000000,0.000000
2.17500,-0.600000,0.105928,0.000000,0.000000
2.20000,-0.600000,0.145300,0.000000,0.000000
2.22500,-0.600000,0.185666,0.000000,0.000000
2.25000,-0.600000,0.226131,0.000000,0.000000
2.27500,-0.600000,0.265603,0.000000,0.000000
2.30000,-0.600000,0.302798,0.000000,0.000000
2.32500,-0.600000,0.336250,0.000000,0.000000
2.35000,-0.600000,0.364346,0.000000,0.000000
2.37500,-0.600000,0.385370,0.000000,0.000000
2.40000,-0.600000,0.397584,0.000000,0.000000
2.42500,-0.600000,0.399314,0.000000,0.000000
2.45000,-0.600000,0.389070,0.000000,0.000000
2.47500,-0.600000,0.365684,0.000000,0.000000
2.50000,-0.600000,0.328460,0.000000,0.000000
2.52500,-0.600000,0.277329,0.000000,0.000000
2.55000,-0.600000,0.213003,0.000000,0.000000
2.57500,-0.600000,0.137095,0.000000,0.000000
2.60000,-0.600000,0.052210,0.000000,0.000000
2.62500,-0.600000,-0.038034,0.000000,0.000000
2.65000,-0.600000,-0.129071,0.000000,0.000000
2.67500,-0.600000,-0.215545,0.000000,0.000000
2.70000,-0.600000,-0.291587,0.000000,0.000000
2.72500,-0.600000,-0.351214,0.000000,0.000000
2.75000,-0.600000,-0.388825,0.000000,0.000000
2.77500,-0.600000,-0.399790,0.000000,0.000000
2.80000,-0.600000,-0.381065,0.000000,0.000000
2.82500,-0.600000,-0.331786,0.000000,0.000000
2.85000,-0.600000,-0.253757,0.000000,0.000000
2.87500,-0.600000,-0.151742,0.000000,0.000000
2.90000,-0.600000,-0.033471,0.000000,0.000000
2.92500,-0.600000,0.090703,0.000000,0.000000
2.95000,-0.600000,0.208553,0.000000,0.000000
2.97500,-0.600000,0.307118,0.000000,0.000000
3.00000,-0.600000,0.374178,0.000000,0.000000
3.02500,-0.600000,0.399920,0.000000,0.000000
3.05000,-0.600000,0.378603,0.000000,0.000000
3.07500,-0.600000,0.309950,0.000000,0.000000
3.10000,-0.600000,0.200000,0.000000,0.000000
3.12500,-0.600000,0.061151,0.000000,0.000000
3.15000,-0.600000,-0.088790,0.000000,0.000000
3.17500,-0.600000,-0.228608,0.000000,0.000000
3.20000,-0.600000,-0.336604,0.000000,0.000000
3.22500,-0.600000,-0.394111,0.000000,0.000000
3.25000,-0.600000,-0.389070,0.000000,0.000000
3.27500,-0.600000,-0.319007,0.000000,0.000000
3.30000,-0.600000,-0.192701,0.000000,0.000000
3.32500,-0.600000,-0.029948,0.000000,0.000000
3.35000,-0.600000,0.140900,0.000000,0.000000
3.37500,-0.600000,0.287524,0.000000,0.000000
3.40000,-0.600000,0.379770,0.000000,0.000000
3.42500,-0.600000,0.396246,0.000000,0.000000
3.45000,-0.600000,0.329947,0.000000,0.000000
3.47500,-0.600000,0.191438,0.000000,0.000000
3.50000,-0.600000,0.008377,0.000000,0.000000
3.52500,-0.600000,-0.179143,0.000000,0.000000
3.55000,-0.600000,-0.326959,0.000000,0.000000
3.57500,-0.600000,-0.397394,0.000000,0.000000
3.60000,-0.600000,-0.369552,0.000000,0.000000
3.62500,-0.600000,-0.246505,0.000000,0.000000
3.65000,-0.600000,-0.056879,0.000000,0.000000
3.67500,-0.600000,0.150530,0.000000,0.000000
3.70000,-0.600000,0.318612,0.000000,0.000000
3.72500,-0.600000,0.397740,0.000000,0.000000
3.75000,-0.600000,0.361259,0.000000,0.000000
3.77500,-0.600000,0.215766,0.000000,0.000000
3.80000,-0.600000,0.002094,0.000000,0.000000
3.82500,-0.600000,-0.214662,0.000000,0.000000
3.85000,-0.600000,-0.364346,0.000000,0.000000
3.87500,-0.600000,-0.394848,0.000000,0.000000
3.90000,-0.600000,-0.291587,0.000000,0.000000
3.92500,-0.600000,-0.085852,0.000000,0.000000
3.95000,-0.600000,0.152589,0.000000,0.000000
3.97500,-0.600000,0.337941,0.000000,0.000000
4.00000,-0.600000,0.399337,0.000000,0.000000
4.02500,-0.600000,0.309287,0.000000,0.000000
4.05000,-0.600000,0.097954,0.000000,0.000000
4.07500,-0.600000,-0.154403,0.000000,0.000000
4.10000,-0.600000,-0.346410,0.000000,0.000000
4.12500,-0.600000,-0.396387,0.000000,0.000000
4.15000,-0.600000,-0.278741,0.000000,0.000000
4.17500,-0.600000,-0.039337,0.000000,0.000000
4.20000,-0.600000,0.219609,0.000000,0.000000
4.22500,-0.600000,0.381813,0.000000,0.000000
4.25000,-0.600000,0.369752,0.000000,0.000000
4.27500,-0.600000,0.184041,0.000000,0.000000
4.30000,-0.600000,-0.091340,0.000000,0.000000
4.32500,-0.600000,-0.324451,0.000000,0.000000
4.35000,-0.600000,-0.398074,0.000000,0.000000
4.37500,-0.600000,-0.270461,0.000000,0.000000
4.40000,-0.600000,-0.002094,0.000000,0.000000
4.42500,-0.600000,0.269495,0.000000,0.000000
4.45000,-0.600000,0.398726,0.000000,0.000000
4.47500,-0.600000,0.311270,0.000000,0.000000
4.50000,-0.600000,0.050133,0.000000,0.000000
4.52500,-0.600000,-0.241318,0.000000,0.000000
4.55000,-0.600000,-0.395935,0.000000,0.000000
4.57500,-0.600000,-0.319638,0.000000,0.000000
4.60000,-0.600000,-0.052210,0.000000,0.000000
4.62500,-0.600000,0.248767,0.000000,0.000000
4.65000,-0.600000,0.398370,0.000000,0.000000
4.67500,-0.600000,0.299090,0.000000,0.000000
4.70000,-0.600000,0.008377,0.000000,0.000000
4.72500,-0.600000,-0.289699,0.000000,0.000000
4.75000,-0.600000,-0.398808,0.000000,0.000000
4.77500,-0.600000,-0.241527,0.000000,0.000000
4.80000,-0.600000,0.081115,0.000000,0.000000
4.82500,-0.600000,0.349700,0.000000,0.000000
4.85000,-0.600000,0.374362,0.000000,0.000000
4.87500,-0.600000,0.132165,0.000000,0.000000
4.90000,-0.600000,-0.207211,0.000000,0.000000
4.92500,-0.600000,-0.396210,0.000000,0.000000
4.95000,-0.600000,-0.290510,0.000000,0.000000
4.97500,-0.600000,0.035949,0.000000,0.000000
5.00000,-0.600000,0.336604,0.000000,0.000000
5.02500,-0.600000,0.376219,0.000000,0.000000
5.05000,-0.600000,0.118116,0.000000,0.000000
5.07500,-0.600000,-0.236277,0.000000,0.000000
5.10000,-0.600000,0.000000,0.000000,0.000000
5.12500,-0.600000,0.000000,0.000000,0.000000
5.15000,-0.600000,0.000000,0.000000,0.000000
5.17500,-0.600000,0.000000,0.000000,0.000000
5.20000,-0.600000,0.000000,0.000000,0.000000
5.22500,-0.600000,0.000000,0.000000,0.000000
5.25000,-0.600000,0.000000,0.000000,0.000000
5.27500,-0.600000,0.000000,0.000000,0.000000
5.30000,-0.600000,0.000000,0.000000,0.000000
5.32500,-0.600000,0.000000,0.000000,0.000000
5.35000,-0.600000,0.000000,0.000000,0.000000
5.37500,-0.600000,0.000000,0.000000,0.000000
5.40000,-0.600000,0.000000,0.000000,0.000000
5.42500,-0.600000,0.000000,0.000000,0.000000
5.45000,-0.600000,0.000000,0.000000,0.000000
5.47500,-0.600000,0.000000,0.000000,0.000000
5.50000,-0.600000,0.000000,0.000000,0.000000
5.52500,-0.600000,0.000000,0.000000,0.000000
5.55000,-0.600000,0.000000,0.000000,0.000000
5.57500,-0.600000,0.000000,0.000000,0.000000
