k,phase,seg,sim_time_ns,a_thrust,a_roll,a_pitch,a_yaw,cmd_wx,cmd_wy,cmd_wz,cmd_thrust,collective,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,k_tick
-1,boot,boot,243731006000,,,,,0.0,0.0,0.0,1.0,0.2656,0.0,0.0,-0.0,-2.999117851257324,-0.002356886863708496,-9.340310096740723,0
0,prog,g0+a,243758829000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,-0.0013596219941973686,-0.010539531707763672,-3.652938175946474e-05,-3.0102016925811768,-0.051767587661743164,-10.098543167114258,1
0,prog,g0+a,243779652000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,3.985979128628969e-05,-0.005863775499165058,-0.049953099340200424,-1.8741894960403442,-0.024933040142059326,-9.348810195922852,2
1,prog,g0+a,243807436000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,0.0848102942109108,-0.008736059069633484,-0.7990735173225403,0.0004304647445678711,0.006381511688232422,-10.830904006958008,3
3,prog,g0+a,243835261000,-0.48,-0.04792994,-0.0,0.14480892,-0.1505000115999997,-0.0,0.45470000880000017,1.3,0.34528000000000003,0.09952013194561005,0.005957186222076416,-1.1892751455307007,-0.0016477108001708984,0.008797168731689453,-12.711792945861816,4
3,prog,g0+a,243856186000,-0.48,-0.04792994,-0.0,0.14480892,-0.1505000115999997,-0.0,0.45470000880000017,1.3,0.34528000000000003,0.20939838886260986,-0.0029738247394561768,-1.1780071258544922,-0.0020902156829833984,0.019855260848999023,-13.619361877441406,5
5,prog,g0,243883847000,-0.66116,-0.04640127,-0.0,0.10210191,-0.14569998780000004,-0.0,0.3205999974,0.8471000000000001,0.22498976,0.4929198622703552,-0.006909608840942383,-1.2436792850494385,-0.003708362579345703,0.049021244049072266,-14.287237167358398,6
5,prog,g0,243904668000,-0.66116,-0.04640127,-0.0,0.10210191,-0.14569998780000004,-0.0,0.3205999974,0.8471000000000001,0.22498976,0.45079678297042847,0.00728076696395874,-1.2098426818847656,-0.007098078727722168,0.040587782859802246,-12.899240493774414,7
6,prog,g0,243932623000,-0.646864,-0.10605096,-0.0,-0.05987261,-0.33300001440000004,-0.0,-0.1879999953999998,0.8828400000000001,0.23448230400000003,0.3919034004211426,0.00581592321395874,-0.8982264399528503,-0.009769737720489502,0.011899888515472412,-4.250573635101318,8
7,prog,g0,243953478000,-0.65378,-0.11458599,-0.0,-0.08506369,-0.35980000860000017,-0.0,-0.2670999865999999,0.8655499999999999,0.22989008,0.5868273973464966,0.054802119731903076,-0.5608544945716858,-0.01728522777557373,0.05207335948944092,-12.638620376586914,9
8,prog,g0,243981244000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,1.021702766418457,0.09549820423126221,0.5239868760108948,-0.02181994915008545,0.052173614501953125,-7.2527289390563965,10
9,prog,g0,244002068000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.9027144908905029,-0.0241318941116333,1.0236389636993408,-0.019897103309631348,0.036141395568847656,-5.646921157836914,11
11,prog,g0,244036762000,-0.633648,0.02557325,-0.0,0.02566879,0.08030000500000023,-0.0,0.0806000006000005,0.91588,0.243257728,0.44355106353759766,-0.03403499722480774,0.8735032081604004,-0.02688664197921753,0.02096736431121826,-6.485196590423584,12
12,prog,g0,244064671000,-0.63454,0.05171975,-0.0,0.06955414,0.1624000149999998,-0.0,0.2183999995999999,0.9136500000000001,0.24266544,-0.07855083048343658,0.062243543565273285,0.1731152981519699,-0.03934788703918457,-0.0036513805389404297,-9.460603713989258,13
13,prog,g0,244085509000,-0.63454,0.05171975,-0.0,0.06955414,0.1624000149999998,-0.0,0.2183999995999999,0.9136500000000001,0.24266544,-0.43607792258262634,0.051143109798431396,-0.48278510570526123,-0.043828725814819336,-0.02407693862915039,-8.703226089477539,14
14,prog,g0,244113366000,-0.636596,0.06041401,-0.0,0.0989172,0.18969999139999993,-0.0,0.3106000080000002,0.9085099999999999,0.241300256,-0.502435564994812,-0.03085067868232727,-0.9110802412033081,-0.04644566774368286,-0.024347305297851562,-8.053241729736328,15
15,prog,g0,244134098000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.4978146553039551,-0.028647437691688538,-0.9261729717254639,-0.05238431692123413,-0.022496461868286133,-8.005025863647461,16
16,prog,g0,244161845000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.4801015853881836,-0.0058705806732177734,-0.9077981114387512,-0.061363160610198975,-0.01883876323699951,-7.839294910430908,17
16,prog,g0,244182684000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.44662874937057495,-0.002740800380706787,-0.9210022687911987,-0.06756234169006348,-0.015002727508544922,-7.803827285766602,18
18,prog,g0,244210591000,-0.638484,0.02958599,-0.0,0.05630573,0.09290000860000003,-0.0,0.1767999922000003,0.9037899999999999,0.24004662399999996,-0.4509325623512268,-0.004286378622055054,-0.9369561076164246,-0.0755690336227417,-0.0127791166305542,-7.932102680206299,19
18,prog,g0,244231346000,-0.638484,0.02958599,-0.0,0.05630573,0.09290000860000003,-0.0,0.1767999922000003,0.9037899999999999,0.24004662399999996,-0.35001668334007263,-0.011418372392654419,-0.7734030485153198,-0.08144819736480713,-0.005602121353149414,-8.22959041595459,20
20,prog,g0,244259086000,-0.637848,-0.06687898,-0.0,-0.11729299,-0.20999999720000018,-0.0,-0.3682999886,0.9053800000000001,0.24046892800000003,-0.2338773012161255,-0.010056532919406891,-0.4239935278892517,-0.09043514728546143,0.003346681594848633,-8.480513572692871,21
20,prog,g0,244279928000,-0.637848,-0.06687898,-0.0,-0.11729299,-0.20999999720000018,-0.0,-0.3682999886,0.9053800000000001,0.24046892800000003,-0.00967884436249733,0.03890102356672287,-0.14049680531024933,-0.1017770767211914,0.018201708793640137,-11.81931209564209,22
21,prog,g0,244307652000,-0.629592,-0.0244586,-0.0,-0.1088535,-0.07680000399999987,-0.0,-0.34179999000000016,0.9260199999999998,0.24595091199999997,0.6203691959381104,0.09632068872451782,0.8984565734863281,-0.11755573749542236,0.06486988067626953,-10.558720588684082,23
23,prog,g0,244335467000,-0.612364,0.01678344,-0.0,-0.0661465,0.05270000159999988,-0.0,-0.20770000999999993,0.96909,0.257390304,0.41420844197273254,-0.0680132582783699,1.3515657186508179,-0.12148904800415039,0.042427897453308105,-8.507960319519043,24
23,prog,g0,244356340000,-0.612364,0.01678344,-0.0,-0.0661465,0.05270000159999988,-0.0,-0.20770000999999993,0.96909,0.257390304,0.06637681275606155,-0.04429185390472412,1.155131459236145,-0.1349596381187439,0.02078688144683838,-8.571052551269531,25
