k,phase,seg,sim_time_ns,a_thrust,a_roll,a_pitch,a_yaw,cmd_wx,cmd_wy,cmd_wz,cmd_thrust,collective,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
-1,boot,boot,3701704000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0,0.0,-0.0,-2.9991631507873535,-0.0014765262603759766,-9.340295791625977
-1,boot,boot,3729481000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.001295535359531641,-0.005143928341567516,-0.0031184470281004906,-2.9700560569763184,-0.030777692794799805,-10.105972290039062
-1,boot,boot,3750296000,,,,,0.0,0.0,0.0,1.5,0.3984,0.002440060954540968,0.0026771645061671734,0.0005144635797478259,-0.00027000904083251953,0.0001666545867919922,-9.795576095581055
-1,boot,boot,3778041000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0005342604126781225,0.0032068779692053795,0.0007532701129093766,-0.0010843276977539062,5.316734313964844e-05,-14.077335357666016
-1,boot,boot,3805840000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00012401086860336363,0.00021501947776414454,0.0001597563095856458,-0.002035856246948242,-9.5367431640625e-07,-16.440570831298828
-1,boot,boot,3826680000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0003569690743461251,0.0005275149596855044,-0.00016136503836605698,-0.004346370697021484,4.124641418457031e-05,-17.394775390625
-1,boot,boot,3861415000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00029834237648174167,0.0007426803931593895,-0.00015671948494855314,-0.006894111633300781,3.8623809814453125e-05,-18.151527404785156
-1,boot,boot,3882231000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00025263993302360177,0.000595283810980618,-2.997866613441147e-05,-0.009428024291992188,3.24249267578125e-05,-18.333559036254883
-1,boot,boot,3910173000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00023178907576948404,0.0005228993250057101,5.8565958170220256e-05,-0.007699251174926758,3.266334533691406e-05,-18.438941955566406
-1,boot,boot,3937861000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0002052353520411998,0.0004714704118669033,3.837119584204629e-05,-0.018030405044555664,2.4080276489257812e-05,-18.41573715209961
-1,boot,boot,3958704000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0001856809831224382,0.000427338934969157,4.447905666893348e-06,-0.02200174331665039,2.2411346435546875e-05,-18.379119873046875
-1,boot,boot,3986465000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00016419042367488146,0.00037625880213454366,-1.6394249541917816e-05,-0.027819156646728516,1.9073486328125e-05,-18.307477951049805
-1,boot,boot,4014222000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00014493867638520896,0.0003324028220959008,-9.375213267048821e-06,-0.03429985046386719,1.811981201171875e-05,-18.221290588378906
-1,boot,boot,4035088000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00013205839786678553,0.00030280573992058635,-2.966626198031008e-07,-0.03964805603027344,1.5735626220703125e-05,-18.150842666625977
-1,boot,boot,4062855000,,,,,0.0,0.0,0.0,1.5,0.3984,0.00011628420907072723,0.0002670344547368586,4.486013494897634e-06,-0.04719233512878418,-4.76837158203125e-07,-18.052587509155273
-1,boot,boot,4090759000,,,,,0.0,0.0,0.0,1.5,0.3984,0.000102657126262784,0.00023577906540594995,2.205571945523843e-06,-0.055666446685791016,-7.152557373046875e-07,-17.950056076049805
-1,boot,boot,4111520000,,,,,0.0,0.0,0.0,1.5,0.3984,9.347894228994846e-05,0.00021463134908117354,-1.0106123227160424e-07,-0.06232428550720215,1.0251998901367188e-05,-17.871719360351562
-1,boot,boot,4139306000,,,,,0.0,0.0,0.0,1.5,0.3984,8.261630136985332e-05,0.0001892446744022891,-1.2012515071546659e-06,-0.07182621955871582,9.298324584960938e-06,-17.765026092529297
-1,boot,boot,4167024000,,,,,0.0,0.0,0.0,1.5,0.3984,7.32043117750436e-05,0.00016712278011254966,-4.602034096023999e-07,-0.08192181587219238,7.62939453125e-06,-17.656770706176758
-1,boot,boot,4187836000,,,,,0.0,0.0,0.0,1.5,0.3984,6.63765094941482e-05,0.00015241396613419056,4.294361133361235e-08,-0.08981847763061523,0.0,-17.574474334716797
-1,boot,boot,4215760000,,,,,0.0,0.0,0.0,1.5,0.3984,5.840507219545543e-05,0.00013457098975777626,3.5313314583618194e-07,-0.1010737419128418,-1.1920928955078125e-06,-17.463211059570312
