t,a_thrust,a_roll,a_pitch,a_yaw,seg,gate,src_k,kf_speed
7.8250,-0.50011200,-0.02079618,-0.00000000,-0.00194268,g4,4,203,12.31
7.8500,-0.50196000,-0.02261146,-0.00000000,-0.00117834,g4,4,204,12.43
7.8750,-0.50645200,-0.02713376,-0.00000000,-0.00038217,g4,4,205,12.55
7.9000,-0.50505600,-0.02528662,-0.00000000,-0.00305732,g4,4,206,12.62
7.9250,-0.50505600,-0.02528662,-0.00000000,-0.00305732,g4,4,206,12.62
7.9500,-0.50505600,-0.02528662,-0.00000000,-0.00305732,g4,4,206,12.62
7.9750,-0.51940400,-0.04598726,-0.00000000,-0.00398089,g4,4,207,12.82
8.0000,-0.52300400,-0.04707006,-0.00000000,-0.00687898,g4,4,208,13.00
8.0250,-0.52584000,-0.04242038,-0.00000000,-0.00952229,g4,4,209,13.06
8.0500,-0.52584000,-0.04242038,-0.00000000,-0.00952229,g4,4,209,13.06
8.0750,-0.52932800,-0.04799363,-0.00000000,-0.01168790,g4,4,210,13.15
8.1000,-0.52691600,-0.05073248,-0.00000000,-0.01786624,g4,4,211,13.24
8.1250,-0.52691600,-0.05073248,-0.00000000,-0.01786624,g4,4,211,13.24
8.1500,-0.53150800,-0.05264331,-0.00000000,-0.02257962,g4,4,212,13.37
8.1750,-0.53150800,-0.05264331,-0.00000000,-0.02257962,g4,4,212,13.37
8.2000,-0.53536800,-0.01066879,-0.00000000,-0.03085987,g4,4,214,13.59
8.2250,-0.53742800,-0.01745223,-0.00000000,-0.02990446,g4,4,215,13.64
8.2500,-0.54051200,-0.00509554,-0.00000000,-0.03471338,g4,4,216,13.65
8.2750,-0.54051200,-0.00509554,-0.00000000,-0.03471338,g4,4,216,13.65
8.3000,-0.53928000,-0.00267516,-0.00000000,-0.03742038,g4,4,217,13.77
8.3250,-0.53928000,-0.00267516,-0.00000000,-0.03742038,g4,4,217,13.77
8.3500,-0.54660000,0.03159236,-0.00000000,-0.03878981,g4,4,218,13.87
8.3750,-0.54660000,0.03159236,-0.00000000,-0.03878981,g4,4,218,13.87
8.4000,-0.54308400,0.04445860,-0.00000000,-0.03961783,g4,4,219,13.97
8.4250,-0.54586400,0.04363057,-0.00461783,-0.03697452,g4,4,220,14.02
8.4500,-0.54183600,0.05378981,-0.01251592,-0.03863057,g4,4,221,14.12
8.4750,-0.52740000,0.06171975,-0.02019108,-0.03757962,g4,4,222,14.13
8.5000,-0.52740000,0.06171975,-0.02019108,-0.03757962,g4,4,222,14.13
8.5250,-0.52740000,0.06171975,-0.02019108,-0.03757962,g4,4,222,14.13
8.5500,-0.53300800,0.05757962,-0.01675159,-0.03079618,g4,4,223,14.26
8.5750,-0.53631200,0.05917197,-0.01621019,-0.02872611,g4,4,224,14.40
8.6000,-0.53661600,0.05522293,-0.01515924,-0.02662420,g4,4,225,14.43
8.6250,-0.55479600,0.13869427,-0.00000000,0.16554140,g4,4,226,14.50
8.6500,-0.55479600,0.13869427,-0.00000000,0.16554140,g4,4,226,14.50
8.6750,-0.56559200,0.14557325,-0.00000000,0.17168790,g4,4,227,14.55
8.7000,-0.59316400,0.16601911,-0.00000000,0.16792994,g4,4,228,14.67
8.7250,-0.59316400,0.16601911,-0.00000000,0.16792994,g4,4,228,14.67
8.7500,-0.61838400,0.19585987,-0.00662420,0.17968153,g4,4,229,14.72
8.7750,-0.63319600,0.18356688,-0.03535032,0.14646497,g4,4,230,14.75
8.8000,-0.63254000,0.15114650,-0.05461783,0.11805732,g4,4,231,14.69
8.8250,-0.62005600,0.13328025,-0.05500000,0.10296178,g4,4,232,14.66
8.8500,-0.59012400,0.10085987,-0.03945860,0.07920382,g4,4,233,14.61
8.8750,-0.59012400,0.10085987,-0.03945860,0.07920382,g4,4,233,14.61
8.9000,-0.40642400,0.17187898,-0.13146497,-0.02146497,g4,4,234,14.57
8.9250,-0.40642400,0.17187898,-0.13146497,-0.02146497,g4,4,234,14.57
8.9500,-0.38454000,0.15751592,-0.11226115,-0.00630573,g4,4,235,14.56
8.9750,-0.34684800,0.11547771,-0.12359873,0.02156051,g4,4,236,14.56
9.0000,-0.33938000,0.05404459,-0.10515924,0.02621019,g4,4,237,14.65
9.0250,-0.37254400,-0.13200637,-0.07156051,0.02847134,g4,4,238,14.75
9.0500,-0.40079200,-0.10378981,-0.06671975,0.04433121,g4,4,239,14.85
9.0750,-0.40079200,-0.10378981,-0.06671975,0.04433121,g4,4,239,14.85
9.1000,-0.40079200,-0.10378981,-0.06671975,0.04433121,g4,4,239,14.85
9.1250,-0.45824800,0.00528662,-0.10140127,0.06073248,g4,4,240,15.01
9.1500,-0.47816000,0.13168790,-0.16101911,0.07487261,g4,4,241,15.16
9.1750,-0.50916000,0.20949045,-0.18671975,0.09388535,g4,4,242,15.19
9.2000,-0.45404400,0.15713376,-0.00000000,-0.06484076,g5,5,243,15.21
9.2250,-0.45886400,0.14117834,-0.00000000,-0.08815287,g5,5,244,15.10
9.2500,-0.45886400,0.14117834,-0.00000000,-0.08815287,g5,5,244,15.10
9.2750,-0.48323600,0.09257962,-0.00000000,-0.08143312,g5,5,245,15.02
9.3000,-0.48323600,0.09257962,-0.00000000,-0.08143312,g5,5,245,15.02
9.3250,-0.53328800,-0.07971338,-0.00000000,-0.01856688,g5,5,246,14.97
9.3500,-0.54513600,-0.12273885,-0.00000000,0.00235669,g5,5,247,14.86
9.3750,-0.54513600,-0.12273885,-0.00000000,0.00235669,g5,5,247,14.86
9.4000,-0.54594400,-0.13742038,-0.00000000,0.01219745,g5,5,248,14.81
9.4250,-0.55846400,-0.13414013,-0.00000000,0.02070064,g5,5,249,14.74
9.4500,-0.57617600,-0.11108280,-0.00000000,0.01729299,g5,5,250,14.62
9.4750,-0.57617600,-0.11108280,-0.00000000,0.01729299,g5,5,250,14.62
9.5000,-0.58627600,-0.12191083,-0.00000000,0.01560510,g5,5,251,14.48
9.5250,-0.67131600,-0.01121019,-0.00000000,0.08643312,g5,5,252,14.39
9.5500,-0.67131600,-0.01121019,-0.00000000,0.08643312,g5,5,252,14.39
9.5750,-0.69966400,0.00289809,-0.00000000,0.10366242,g5,5,253,14.26
9.6000,-0.71437600,-0.00636943,-0.00000000,0.10748408,g5,5,254,14.17
9.6250,-0.71648800,0.03337580,-0.00000000,0.10837580,g5,5,255,14.03
9.6500,-0.70703600,0.01856688,-0.00000000,0.09050955,g5,5,256,13.88
9.6750,-0.70703600,0.01856688,-0.00000000,0.09050955,g5,5,256,13.88
9.7000,-0.70703600,0.01856688,-0.00000000,0.09050955,g5,5,256,13.88
9.7250,-0.70703600,0.01856688,-0.00000000,0.09050955,g5,5,256,13.88
9.7500,-0.68172000,-0.09821656,-0.00000000,0.04519108,g5,5,257,13.61
9.7750,-0.66524800,-0.11939490,-0.00000000,0.03939490,g5,5,258,13.39
9.8000,-0.64999600,-0.11028662,-0.00000000,0.02958599,g5,5,259,13.34
9.8250,-0.63442800,-0.13092357,-0.00000000,0.02888535,g5,5,260,13.24
9.8500,-0.63442800,-0.13092357,-0.00000000,0.02888535,g5,5,260,13.24
9.8750,-0.62865200,-0.12500000,-0.00000000,0.03398089,g5,5,261,13.15
9.9000,-0.62025600,-0.11949045,-0.00000000,0.03347134,g5,5,262,13.06
9.9250,-0.62025600,-0.11949045,-0.00000000,0.03347134,g5,5,262,13.06
9.9500,-0.62025600,-0.11949045,-0.00000000,0.03347134,g5,5,262,13.06
9.9750,-0.61016400,-0.09856688,-0.00000000,0.03496815,g5,5,263,12.98
10.0000,-0.60189600,-0.08980892,-0.00000000,0.03433121,g5,5,264,12.92
10.0250,-0.60189600,-0.08980892,-0.00000000,0.03433121,g5,5,264,12.92
10.0500,-0.60012000,-0.07656051,-0.00000000,0.03697452,g5,5,265,12.84
10.0750,-0.59490400,-0.06990446,-0.00000000,0.03684713,g5,5,266,12.82
10.1000,-0.59069600,-0.05471338,-0.00000000,0.03378981,g5,5,267,12.78
10.1250,-0.59069600,-0.05471338,-0.00000000,0.03378981,g5,5,267,12.78
10.1500,-0.59069600,-0.05471338,-0.00000000,0.03378981,g5,5,267,12.78
10.1750,-0.57690000,-0.06617834,-0.00000000,0.03398089,g5,5,268,12.73
10.2000,-0.56389600,-0.06859873,-0.00000000,0.03525478,g5,5,269,12.71
10.2250,-0.55262000,-0.06955414,-0.00000000,0.03601911,g5,5,270,12.70
10.2500,-0.55262000,-0.06955414,-0.00000000,0.03601911,g5,5,270,12.70
10.2750,-0.54292400,-0.04840764,-0.00000000,0.03627389,g5,5,272,12.68
10.3000,-0.54292400,-0.04840764,-0.00000000,0.03627389,g5,5,272,12.68
10.3250,-0.54292400,-0.04840764,-0.00000000,0.03627389,g5,5,272,12.68
10.3500,-0.54292400,-0.04840764,-0.00000000,0.03627389,g5,5,272,12.68
10.3750,-0.52628800,-0.08267516,-0.00000000,0.04210191,g5,5,274,12.66
10.4000,-0.52628800,-0.08267516,-0.00000000,0.04210191,g5,5,274,12.66
10.4250,-0.52827600,-0.06500000,-0.00000000,0.03933121,g5,5,275,12.68
10.4500,-0.52748400,-0.04745223,-0.00000000,0.03385350,g5,5,276,12.72
10.4750,-0.52048400,-0.03382166,-0.00000000,0.03439490,g5,5,277,12.70
10.5000,-0.52048400,-0.03382166,-0.00000000,0.03439490,g5,5,277,12.70
10.5250,-0.52048400,-0.03382166,-0.00000000,0.03439490,g5,5,277,12.70
10.5500,-0.62679200,-0.03863057,-0.00000000,0.01818471,g5,5,278,6.51
10.5750,-0.62679200,-0.03863057,-0.00000000,0.01818471,g5,5,278,6.51
10.6000,-0.72174800,-0.06347134,-0.00000000,-0.03063694,g5,5,280,12.63
10.6250,-0.72174800,-0.06347134,-0.00000000,-0.03063694,g5,5,280,12.63
10.6500,-0.73140400,-0.07401274,-0.00000000,-0.03222930,g5,5,281,12.57
10.6750,-0.73140400,-0.07401274,-0.00000000,-0.03222930,g5,5,281,12.57
10.7000,-0.66201200,-0.06958599,-0.00000000,0.00175159,g5,5,282,12.37
10.7250,-0.66201200,-0.06958599,-0.00000000,0.00175159,g5,5,282,12.37
10.7500,-0.55035200,0.01605096,-0.00000000,0.05646497,g5,5,283,12.13
10.7750,-0.46880400,0.05334395,-0.00000000,0.08531847,g5,5,284,12.04
10.8000,-0.46880400,0.05334395,-0.00000000,0.08531847,g5,5,284,12.04
