t_s,xacc_mps2,yacc_mps2,zacc_mps2,xgyro_rads,ygyro_rads,zgyro_rads
2.722492,0.000130,0.003160,-9.809522,0.0005490,0.0005323,0.0000381
2.729381,-0.000050,-0.003406,-9.810547,0.0006334,0.0005600,-0.0000286
2.736464,0.000082,0.003129,-9.809468,0.0005491,0.0005323,0.0000381
2.743371,0.000129,0.000255,-9.810470,0.0005068,0.0005261,0.0000388
2.757225,-0.000300,0.003488,-9.809850,0.0005205,0.0005085,0.0000386
2.764165,0.000126,-0.003537,-9.810250,0.0006327,0.0005603,-0.0000285
2.771166,0.000202,0.003236,-9.809628,0.0005434,0.0005443,0.0000385
2.778073,0.000003,0.000173,-9.810294,0.0005068,0.0005263,0.0000387
2.784954,-0.000042,-0.003919,-9.809712,0.0006633,0.0005778,-0.0000286
2.798911,0.000020,-0.003530,-9.810122,0.0006340,0.0005539,-0.0000279
2.805915,0.000129,0.003149,-9.809522,0.0005490,0.0005323,0.0000381
2.812742,-0.000050,-0.003436,-9.810553,0.0006333,0.0005599,-0.0000286
2.819741,0.000083,0.003167,-9.809462,0.0005491,0.0005323,0.0000381
2.826651,0.000129,0.000255,-9.810469,0.0005068,0.0005262,0.0000388
2.840584,0.000068,0.003170,-9.809462,0.0005491,0.0005323,0.0000381
2.847451,-0.000103,-0.003404,-9.810486,0.0006346,0.0005536,-0.0000279
2.854461,0.000263,0.003234,-9.809693,0.0005432,0.0005443,0.0000386
2.861318,0.000003,0.000172,-9.810297,0.0005068,0.0005263,0.0000387
2.875277,-0.000151,0.003497,-9.810182,0.0005192,0.0005148,0.0000380
