t_s,xacc_mps2,yacc_mps2,zacc_mps2,xgyro_rads,ygyro_rads,zgyro_rads
6.994283,0.000069,0.003207,-9.809457,0.000549,0.000532,0.000038
7.001289,-0.000100,-0.003326,-9.810485,0.000634,0.000553,-0.000028
7.015284,0.000003,0.000163,-9.810287,0.000507,0.000526,0.000039
7.022159,-0.000042,-0.003922,-9.809711,0.000663,0.000578,-0.000029
7.029176,-0.000045,0.003312,-9.809822,0.000550,0.000532,0.000038
7.035970,-0.000093,-0.003399,-9.810514,0.000632,0.000553,-0.000028
7.042926,0.000135,0.003150,-9.809502,0.000549,0.000532,0.000038
7.056816,0.000032,0.003374,-9.809881,0.000516,0.000532,0.000038
7.063847,0.000143,0.000070,-9.809834,0.000506,0.000526,0.000039
7.070679,-0.000155,-0.003781,-9.810078,0.000633,0.000561,-0.000029
7.077644,0.000068,0.003175,-9.809461,0.000549,0.000532,0.000038
7.091551,0.000139,0.003219,-9.809516,0.000549,0.000532,0.000038
7.098511,0.000127,0.000250,-9.810464,0.000507,0.000526,0.000039
7.105416,-0.000038,-0.003908,-9.809711,0.000663,0.000578,-0.000029
7.112430,0.000081,0.003393,-9.809991,0.000544,0.000544,0.000038
7.119313,-0.000221,-0.003471,-9.810314,0.000635,0.000554,-0.000028
7.133266,-0.000101,-0.003330,-9.810473,0.000635,0.000554,-0.000028
7.140179,0.000168,0.003264,-9.809419,0.000546,0.000527,0.000039
7.147207,0.000099,0.000187,-9.810558,0.000507,0.000526,0.000039
7.154067,-0.000041,-0.003934,-9.809710,0.000663,0.000578,-0.000029
7.167968,0.000126,-0.003502,-9.810247,0.000633,0.000560,-0.000028
7.174873,0.000076,0.003201,-9.809451,0.000549,0.000532,0.000038
7.181925,0.000126,0.000248,-9.810458,0.000507,0.000526,0.000039
7.188833,-0.000038,-0.003905,-9.809711,0.000663,0.000578,-0.000029
7.195691,-0.000016,0.003454,-9.809715,0.000547,0.000527,0.000038
7.209599,0.000136,0.003205,-9.809518,0.000549,0.000532,0.000038
7.216600,0.000127,0.000248,-9.810461,0.000507,0.000526,0.000039
7.223575,-0.000196,-0.003690,-9.810014,0.000634,0.000554,-0.000028
7.230592,0.000151,0.003206,-9.809427,0.000546,0.000527,0.000039
7.244352,0.000081,0.003213,-9.809455,0.000549,0.000532,0.000038
7.251357,-0.000101,-0.003339,-9.810477,0.000635,0.000554,-0.000028
7.258245,0.000138,0.003211,-9.809517,0.000549,0.000532,0.000038
7.265292,0.000179,0.000237,-9.810519,0.000505,0.000533,0.000038
7.272139,-0.000093,-0.003933,-9.809646,0.000663,0.000578,-0.000029
7.286031,0.000235,-0.003491,-9.810574,0.000624,0.000576,-0.000028
7.292932,-0.000026,0.003108,-9.809129,0.000549,0.000532,0.000038
7.299945,0.000123,0.000251,-9.810464,0.000507,0.000526,0.000039
7.306866,-0.000038,-0.003899,-9.809711,0.000663,0.000578,-0.000029
7.313865,-0.000173,0.003562,-9.810020,0.000517,0.000503,0.000039
7.327677,-0.000050,0.003237,-9.809016,0.000549,0.000532,0.000038
7.334660,0.000130,0.000258,-9.810466,0.000507,0.000526,0.000039
7.341583,-0.000197,-0.003717,-9.810014,0.000634,0.000554,-0.000028
7.348580,0.000122,0.003153,-9.809525,0.000549,0.000532,0.000038
7.362436,0.000265,0.003272,-9.809690,0.000543,0.000544,0.000039
7.369339,0.000006,0.000189,-9.810309,0.000505,0.000526,0.000039
7.376271,-0.000043,-0.003909,-9.809700,0.000663,0.000578,-0.000029
7.383274,-0.000046,0.003319,-9.809823,0.000550,0.000532,0.000038
7.397166,0.000129,0.003385,-9.810154,0.000516,0.000532,0.000038
7.404053,-0.000086,-0.003581,-9.809846,0.000634,0.000554,-0.000028
7.411134,0.000127,0.003116,-9.809529,0.000549,0.000532,0.000038
7.418037,0.000279,0.000263,-9.810802,0.000503,0.000549,0.000038
7.424882,-0.000353,-0.003772,-9.809673,0.000634,0.000554,-0.000028
7.438801,-0.000050,-0.003414,-9.810547,0.000633,0.000560,-0.000029
7.445834,0.000083,0.003152,-9.809464,0.000549,0.000532,0.000038
7.452726,0.000129,0.000257,-9.810469,0.000507,0.000526,0.000039
7.459618,-0.000139,-0.003689,-9.810113,0.000629,0.000560,-0.000028
7.473568,-0.000105,-0.003386,-9.810483,0.000635,0.000554,-0.000028
7.480540,0.000264,0.003253,-9.809692,0.000543,0.000544,0.000039
7.487477,0.000003,0.000169,-9.810293,0.000507,0.000526,0.000039
7.494404,-0.000041,-0.003895,-9.809715,0.000663,0.000578,-0.000029
7.501394,-0.000150,0.003495,-9.810182,0.000519,0.000515,0.000038
7.515297,0.000076,0.003149,-9.809461,0.000549,0.000532,0.000038
7.522173,-0.000103,-0.003401,-9.810486,0.000635,0.000554,-0.000028
7.529182,0.000136,0.003156,-9.809525,0.000549,0.000532,0.000038
7.536025,0.000129,0.000256,-9.810472,0.000507,0.000526,0.000039
7.549993,-0.000298,0.003466,-9.809851,0.000520,0.000508,0.000039
7.556884,0.000127,-0.003562,-9.810251,0.000633,0.000560,-0.000028
7.563881,0.000106,0.003221,-9.809360,0.000546,0.000527,0.000038
7.570796,0.000207,0.000021,-9.810203,0.000537,0.000543,0.000039
7.584684,0.000120,0.003055,-9.808735,0.000549,0.000533,0.000038
7.591572,-0.000108,-0.003399,-9.810486,0.000635,0.000554,-0.000028
7.598602,0.000262,0.003225,-9.809693,0.000543,0.000544,0.000039
7.605464,0.000003,0.000172,-9.810296,0.000507,0.000526,0.000039
7.612483,-0.000040,-0.003844,-9.809719,0.000663,0.000578,-0.000029
7.626325,0.000073,-0.003526,-9.810184,0.000633,0.000560,-0.000029
7.633329,0.000076,0.003156,-9.809459,0.000549,0.000532,0.000038
7.640285,-0.000102,-0.003362,-9.810481,0.000635,0.000554,-0.000028
7.647605,0.000131,0.003018,-9.809546,0.000549,0.000532,0.000038
7.654117,0.000135,0.000273,-9.810495,0.000507,0.000526,0.000039
7.668025,-0.000078,0.003610,-9.810290,0.000515,0.000520,0.000039
7.674949,0.000003,-0.003630,-9.810077,0.000633,0.000560,-0.000029
7.682037,0.000071,0.003118,-9.809467,0.000549,0.000532,0.000038
7.688881,0.000148,0.000404,-9.810587,0.000495,0.000523,0.000040
7.702831,-0.000052,0.003335,-9.809822,0.000550,0.000532,0.000038
7.709740,-0.000095,-0.003376,-9.810486,0.000635,0.000554,-0.000028
7.716727,0.000137,0.003165,-9.809524,0.000549,0.000532,0.000038
7.723748,-0.000101,-0.003333,-9.810476,0.000635,0.000554,-0.000028
7.730609,0.000268,0.003305,-9.809686,0.000543,0.000544,0.000039
7.744425,-0.000148,-0.003726,-9.810078,0.000633,0.000561,-0.000029
7.751588,0.000067,0.003086,-9.809477,0.000549,0.000532,0.000038
7.758336,-0.000106,-0.003462,-9.810495,0.000635,0.000554,-0.000028
7.765356,0.000136,0.003150,-9.809526,0.000549,0.000532,0.000038
7.779231,0.000166,0.003216,-9.809425,0.000546,0.000527,0.000039
7.786128,0.000154,0.000182,-9.810632,0.000505,0.000533,0.000038
7.793029,-0.000095,-0.003903,-9.809648,0.000663,0.000578,-0.000029
7.800336,-0.000194,0.003350,-9.810116,0.000520,0.000508,0.000039
7.807021,0.000257,-0.003711,-9.809971,0.000653,0.000575,-0.000027
7.820898,0.000130,0.000261,-9.810471,0.000507,0.000526,0.000039
7.827870,-0.000196,-0.003692,-9.810014,0.000634,0.000554,-0.000028
7.834831,0.000122,0.003170,-9.809524,0.000549,0.000532,0.000038
7.841704,0.000048,-0.003394,-9.810822,0.000631,0.000577,-0.000029
7.848678,-0.000013,0.003158,-9.809188,0.000549,0.000532,0.000038
7.862639,-0.000194,-0.003665,-9.810014,0.000634,0.000554,-0.000028
7.869540,0.000251,0.003279,-9.809690,0.000543,0.000544,0.000039
7.876428,-0.000229,-0.003478,-9.810311,0.000635,0.000554,-0.000028
7.883422,0.000133,0.003163,-9.809525,0.000549,0.000532,0.000038
7.890366,0.000128,0.000252,-9.810465,0.000507,0.000526,0.000039
7.904193,-0.000046,0.003393,-9.809817,0.000550,0.000532,0.000038
7.911142,-0.000094,-0.003357,-9.810483,0.000635,0.000554,-0.000028
7.918219,0.000127,0.003309,-9.810151,0.000516,0.000532,0.000038
7.925052,-0.000087,-0.003609,-9.809845,0.000634,0.000554,-0.000028
7.938898,0.000156,0.000186,-9.810639,0.000505,0.000533,0.000038
7.945845,-0.000094,-0.003879,-9.809650,0.000663,0.000578,-0.000029
7.952836,-0.000098,0.003336,-9.809760,0.000551,0.000526,0.000039
7.959799,-0.000026,-0.003240,-9.811340,0.000603,0.000565,-0.000029
7.973633,0.000026,0.000231,-9.810195,0.000507,0.000526,0.000039
7.980783,-0.000191,-0.003599,-9.810016,0.000634,0.000554,-0.000028
7.987564,0.000156,0.003321,-9.809407,0.000546,0.000527,0.000039
7.994449,-0.000078,-0.003470,-9.810649,0.000633,0.000560,-0.000029
8.001478,0.000080,0.003153,-9.809465,0.000549,0.000532,0.000038
8.015410,0.000136,0.003136,-9.809527,0.000549,0.000532,0.000038
8.022288,0.000129,0.000255,-9.810471,0.000507,0.000526,0.000039
8.029239,-0.000038,-0.003882,-9.809713,0.000663,0.000578,-0.000029
8.036174,0.000029,0.003442,-9.809927,0.000545,0.000538,0.000039
8.043167,-0.000150,-0.003310,-9.811162,0.000603,0.000565,-0.000029
8.056988,0.000124,0.000254,-9.810473,0.000507,0.000526,0.000039
8.064010,-0.000142,-0.003676,-9.810075,0.000633,0.000561,-0.000029
8.070909,0.000069,0.003207,-9.809456,0.000549,0.000532,0.000038
8.077838,-0.000102,-0.003375,-9.810482,0.000635,0.000554,-0.000028
8.084801,0.000264,0.003258,-9.809691,0.000543,0.000544,0.000039
8.098732,-0.000139,-0.003614,-9.810107,0.000629,0.000560,-0.000028
8.105697,0.000065,0.003130,-9.809430,0.000549,0.000532,0.000038
8.112612,-0.000105,-0.003383,-9.810483,0.000635,0.000554,-0.000028
8.119561,0.000137,0.003183,-9.809521,0.000549,0.000532,0.000038
8.133442,0.000083,0.003151,-9.809464,0.000549,0.000532,0.000038
8.140346,0.000129,0.000256,-9.810470,0.000507,0.000526,0.000039
8.147377,-0.000142,-0.003671,-9.810075,0.000633,0.000561,-0.000029
8.154244,0.000069,0.003224,-9.809453,0.000549,0.000532,0.000038
8.168186,0.000263,0.003239,-9.809692,0.000543,0.000544,0.000039
8.175042,0.000003,0.000173,-9.810297,0.000507,0.000526,0.000039
8.182079,-0.000040,-0.003835,-9.809718,0.000663,0.000578,-0.000029
8.188961,-0.000153,0.003551,-9.810185,0.000519,0.000515,0.000038
8.195853,0.000180,-0.003727,-9.809820,0.000663,0.000577,-0.000028
8.209782,0.000127,-0.003554,-9.810248,0.000633,0.000560,-0.000028
8.216767,0.000075,0.003163,-9.809456,0.000549,0.000532,0.000038
8.223696,0.000128,0.000254,-9.810468,0.000507,0.000526,0.000039
8.230748,-0.000037,-0.003828,-9.809718,0.000663,0.000578,-0.000029
8.237609,0.000083,0.003471,-9.809990,0.000544,0.000544,0.000038
8.251553,0.000134,0.003160,-9.809526,0.000549,0.000532,0.000038
8.258452,0.000128,0.000253,-9.810469,0.000507,0.000526,0.000039
8.265714,-0.000188,-0.003547,-9.810013,0.000634,0.000554,-0.000028
8.272397,0.000169,0.003641,-9.809770,0.000522,0.000525,0.000042
8.286359,-0.000045,0.003350,-9.809818,0.000550,0.000532,0.000038
8.293465,0.000133,0.000254,-9.810458,0.000507,0.000526,0.000039
8.300308,-0.000200,-0.003760,-9.810015,0.000634,0.000554,-0.000028
8.307090,0.000256,0.003339,-9.809684,0.000543,0.000544,0.000039
8.314292,-0.000218,-0.003331,-9.810298,0.000635,0.000554,-0.000028
8.328068,0.000127,0.000250,-9.810464,0.000507,0.000526,0.000039
8.335091,-0.000037,-0.003844,-9.809716,0.000663,0.000578,-0.000029
8.341955,-0.000046,0.003388,-9.809817,0.000550,0.000532,0.000038
8.348950,-0.000094,-0.003335,-9.810481,0.000635,0.000554,-0.000028
8.355854,0.000161,0.003458,-9.810054,0.000513,0.000527,0.000039
8.369697,-0.000133,-0.003955,-9.809750,0.000666,0.000583,-0.000029
8.376596,-0.000179,0.003615,-9.810021,0.000520,0.000508,0.000039
8.383639,0.000076,-0.003478,-9.810184,0.000634,0.000554,-0.000028
8.390444,0.000262,0.003323,-9.809679,0.000543,0.000544,0.000039
8.397467,-0.000172,-0.003424,-9.810367,0.000633,0.000560,-0.000029
8.411366,0.000127,0.000250,-9.810462,0.000507,0.000526,0.000039
8.418358,-0.000143,-0.003690,-9.810076,0.000633,0.000561,-0.000029
8.425205,0.000069,0.003232,-9.809451,0.000549,0.000532,0.000038
8.432213,-0.000101,-0.003338,-9.810477,0.000635,0.000554,-0.000028
8.446035,0.000127,0.000250,-9.810464,0.000507,0.000526,0.000039
8.453016,-0.000038,-0.003866,-9.809714,0.000663,0.000578,-0.000029
8.459894,-0.000015,0.003444,-9.809717,0.000547,0.000527,0.000038
8.466917,-0.000121,-0.003383,-9.810576,0.000634,0.000554,-0.000028
8.473806,0.000136,0.003211,-9.809517,0.000549,0.000532,0.000038
8.487691,0.000267,0.003302,-9.809687,0.000543,0.000544,0.000039
8.494631,0.000003,0.000169,-9.810294,0.000507,0.000526,0.000039
8.501619,-0.000146,-0.003690,-9.810079,0.000633,0.000561,-0.000029
8.508539,0.000069,0.003197,-9.809456,0.000549,0.000532,0.000038
8.522390,0.000139,0.003228,-9.809515,0.000549,0.000532,0.000038
8.529354,0.000127,0.000250,-9.810463,0.000507,0.000526,0.000039
8.536360,-0.000037,-0.003854,-9.809715,0.000663,0.000578,-0.000029
8.543252,-0.000100,0.003383,-9.809755,0.000551,0.000526,0.000039
8.550287,0.000071,-0.003191,-9.811594,0.000600,0.000581,-0.000029
8.564158,-0.000090,-0.003532,-9.809850,0.000634,0.000554,-0.000028
8.571038,0.000161,0.003273,-9.809415,0.000546,0.000527,0.000039
8.578002,0.000152,0.000179,-9.810625,0.000506,0.000533,0.000038
8.584966,-0.000085,-0.003786,-9.809706,0.000657,0.000576,-0.000028
8.598909,0.000131,0.000256,-9.810464,0.000507,0.000526,0.000039
8.605799,-0.000199,-0.003734,-9.810014,0.000634,0.000554,-0.000028
8.612722,0.000123,0.003188,-9.809521,0.000549,0.000532,0.000038
8.619748,-0.000101,-0.003331,-9.810474,0.000635,0.000554,-0.000028
8.626585,0.000170,0.003301,-9.809412,0.000546,0.000527,0.000039
8.640531,0.000080,0.003181,-9.809459,0.000549,0.000532,0.000038
8.647490,0.000128,0.000252,-9.810465,0.000507,0.000526,0.000039
8.654374,-0.000038,-0.003919,-9.809711,0.000663,0.000578,-0.000029
8.661297,-0.000046,0.003358,-9.809820,0.000550,0.000532,0.000038
8.675182,0.000269,0.003316,-9.809687,0.000543,0.000544,0.000039
8.682242,0.000004,0.000165,-9.810288,0.000507,0.000526,0.000039
8.689121,-0.000202,-0.003738,-9.810017,0.000634,0.000554,-0.000028
8.696020,0.000123,0.003199,-9.809518,0.000549,0.000532,0.000038
8.703044,-0.000101,-0.003332,-9.810475,0.000635,0.000554,-0.000028
8.717023,-0.000100,-0.003319,-9.810473,0.000635,0.000554,-0.000028
8.723841,0.000270,0.003328,-9.809685,0.000543,0.000544,0.000039
8.730818,0.000003,0.000168,-9.810291,0.000507,0.000526,0.000039
8.737712,-0.000041,-0.003912,-9.809713,0.000663,0.000578,-0.000029
8.744656,-0.000099,0.003357,-9.809758,0.000551,0.000526,0.000039
8.758529,0.000228,0.003118,-9.808983,0.000546,0.000549,0.000038
8.765572,-0.000201,-0.003348,-9.810205,0.000635,0.000554,-0.000028
8.772414,0.000268,0.003319,-9.809688,0.000543,0.000544,0.000039
8.779501,0.000003,0.000163,-9.810287,0.000507,0.000526,0.000039
8.793282,0.000123,0.003207,-9.809518,0.000549,0.000532,0.000038
8.800279,-0.000101,-0.003344,-9.810477,0.000635,0.000554,-0.000028
8.807185,0.000138,0.003203,-9.809519,0.000549,0.000532,0.000038
8.814189,0.000127,0.000249,-9.810461,0.000507,0.000526,0.000039
8.828040,-0.000053,0.003250,-9.809749,0.000550,0.000532,0.000038
8.835038,0.000028,-0.003256,-9.810649,0.000629,0.000566,-0.000027
8.841947,0.000013,0.003119,-9.809344,0.000549,0.000532,0.000038
8.848924,0.000124,0.000251,-9.810466,0.000507,0.000526,0.000039
8.855800,-0.000199,-0.003741,-9.810015,0.000634,0.000554,-0.000028
8.869811,-0.000048,-0.003334,-9.810535,0.000633,0.000560,-0.000029
8.876626,0.000085,0.003255,-9.809447,0.000549,0.000532,0.000038
8.883697,-0.000100,-0.003309,-9.810473,0.000635,0.000554,-0.000028
8.890527,0.000269,0.003322,-9.809685,0.000543,0.000544,0.000039
8.904454,-0.000148,-0.003743,-9.810080,0.000633,0.000561,-0.000029
8.911380,0.000069,0.003195,-9.809459,0.000549,0.000532,0.000038
8.918481,-0.000099,-0.003296,-9.810470,0.000635,0.000554,-0.000028
8.925258,0.000140,0.003266,-9.809508,0.000549,0.000532,0.000038
8.939132,-0.000039,-0.003974,-9.809706,0.000663,0.000578,-0.000029
8.946074,-0.000045,0.003349,-9.809820,0.000550,0.000532,0.000038
8.953130,0.000003,-0.003289,-9.810743,0.000632,0.000570,-0.000028
8.960172,0.000032,0.003306,-9.809883,0.000516,0.000532,0.000038
8.967075,-0.000080,-0.003514,-9.809884,0.000630,0.000553,-0.000027
8.980900,0.000172,0.000173,-9.810471,0.000505,0.000533,0.000038
8.987888,-0.000199,-0.003687,-9.810013,0.000633,0.000561,-0.000029
8.994759,0.000069,0.003223,-9.809454,0.000549,0.000532,0.000038
9.001732,-0.000101,-0.003354,-9.810480,0.000635,0.000554,-0.000028
9.015631,0.000152,0.000177,-9.810621,0.000505,0.000533,0.000038
9.022606,-0.000094,-0.003863,-9.809651,0.000663,0.000578,-0.000029
9.029463,-0.000208,0.003576,-9.810123,0.000520,0.000508,0.000039
9.036420,0.000127,-0.003531,-9.810248,0.000633,0.000560,-0.000028
9.043346,0.000076,0.003191,-9.809452,0.000549,0.000532,0.000038
9.057245,-0.000038,-0.003929,-9.809710,0.000663,0.000578,-0.000029
9.064263,-0.000045,0.003312,-9.809822,0.000550,0.000532,0.000038
9.071190,-0.000095,-0.003366,-9.810484,0.000635,0.000554,-0.000028
9.078229,0.000262,0.003221,-9.809695,0.000543,0.000544,0.000039
9.091978,-0.000201,-0.003718,-9.810016,0.000634,0.000554,-0.000028
9.098948,0.000122,0.003167,-9.809525,0.000549,0.000532,0.000038
9.105866,-0.000103,-0.003382,-9.810481,0.000635,0.000554,-0.000028
9.112835,0.000137,0.003174,-9.809523,0.000549,0.000532,0.000038
9.119825,-0.000005,-0.003330,-9.810745,0.000632,0.000571,-0.000028
9.133723,0.000030,0.000230,-9.810192,0.000507,0.000526,0.000039
9.140617,-0.000199,-0.003730,-9.810017,0.000634,0.000554,-0.000028
9.147547,0.000153,0.003249,-9.809421,0.000546,0.000527,0.000039
9.154571,-0.000076,-0.003404,-9.810636,0.000633,0.000560,-0.000029
9.161414,0.000082,0.003241,-9.809450,0.000549,0.000532,0.000038
9.175351,0.000138,0.003206,-9.809518,0.000549,0.000532,0.000038
9.182373,0.000275,0.000256,-9.810788,0.000503,0.000549,0.000038
9.189266,-0.000351,-0.003747,-9.809676,0.000634,0.000554,-0.000028
9.196121,0.000124,0.003226,-9.809519,0.000549,0.000532,0.000038
9.210035,0.000236,0.003218,-9.809790,0.000546,0.000549,0.000038
9.217026,0.000031,0.000229,-9.810191,0.000507,0.000526,0.000039
9.223950,-0.000198,-0.003714,-9.810017,0.000634,0.000554,-0.000028
9.231098,0.000149,0.003146,-9.809438,0.000546,0.000527,0.000039
9.237838,0.000029,-0.003718,-9.810288,0.000664,0.000577,-0.000029
9.251776,0.000074,-0.003552,-9.810185,0.000633,0.000560,-0.000029
9.258771,0.000076,0.003160,-9.809459,0.000549,0.000532,0.000038
9.265650,0.000129,0.000256,-9.810470,0.000507,0.000526,0.000039
9.272571,-0.000038,-0.003899,-9.809713,0.000663,0.000578,-0.000029
9.286541,0.000221,-0.003467,-9.810512,0.000630,0.000577,-0.000028
9.293377,-0.000022,0.003212,-9.809168,0.000549,0.000532,0.000038
9.300405,0.000126,0.000253,-9.810462,0.000507,0.000526,0.000039
9.307304,-0.000145,-0.003739,-9.810077,0.000633,0.000561,-0.000029
9.314372,0.000068,0.003128,-9.809468,0.000549,0.000532,0.000038
9.328100,0.000266,0.003282,-9.809690,0.000543,0.000544,0.000039
9.335097,0.000003,0.000167,-9.810290,0.000507,0.000526,0.000039
9.341984,-0.000042,-0.003916,-9.809713,0.000663,0.000578,-0.000029
9.349063,-0.000044,0.003283,-9.809823,0.000550,0.000532,0.000038
9.355871,-0.000097,-0.003424,-9.810493,0.000635,0.000554,-0.000028
9.369845,-0.000005,-0.003316,-9.810742,0.000632,0.000570,-0.000028
9.376737,0.000032,0.003379,-9.809881,0.000516,0.000532,0.000038
9.383692,0.000144,0.000071,-9.809834,0.000506,0.000526,0.000039
9.390576,-0.000153,-0.003753,-9.810077,0.000633,0.000561,-0.000029
9.404498,-0.000103,-0.003385,-9.810484,0.000635,0.000554,-0.000028
9.411456,0.000137,0.003179,-9.809523,0.000549,0.000532,0.000038
9.418430,0.000127,0.000250,-9.810463,0.000507,0.000526,0.000039
9.425291,-0.000038,-0.003932,-9.809710,0.000663,0.000578,-0.000029
9.439285,-0.000221,-0.003469,-9.810313,0.000635,0.000554,-0.000028
9.446200,0.000028,0.003373,-9.809885,0.000518,0.000515,0.000038
9.453126,0.000065,-0.003549,-9.810183,0.000633,0.000560,-0.000029
9.460018,0.000076,0.003209,-9.809450,0.000549,0.000532,0.000038
9.473947,-0.000038,-0.003935,-9.809711,0.000663,0.000578,-0.000029
9.480895,-0.000099,0.003356,-9.809757,0.000551,0.000526,0.000039
9.487893,0.000101,-0.003145,-9.811502,0.000597,0.000577,-0.000028
9.494796,0.000004,0.003008,-9.808543,0.000549,0.000533,0.000038
9.501825,0.000118,0.000244,-9.810460,0.000507,0.000526,0.000039
9.515662,0.000068,0.003169,-9.809463,0.000549,0.000532,0.000038
9.522514,-0.000104,-0.003411,-9.810487,0.000635,0.000554,-0.000028
9.529550,0.000136,0.003142,-9.809526,0.000549,0.000532,0.000038
9.536443,0.000129,0.000254,-9.810469,0.000507,0.000526,0.000039
9.550404,-0.000076,0.003569,-9.810287,0.000515,0.000520,0.000039
9.557372,0.000004,-0.003592,-9.810087,0.000631,0.000560,-0.000028
9.564240,0.000072,0.003204,-9.809439,0.000549,0.000532,0.000038
9.571208,0.000180,0.000242,-9.810527,0.000506,0.000533,0.000038
9.578107,-0.000199,-0.003731,-9.810014,0.000633,0.000561,-0.000029
9.592069,-0.000101,-0.003341,-9.810479,0.000635,0.000554,-0.000028
9.599020,0.000137,0.003181,-9.809520,0.000549,0.000532,0.000038
9.605903,-0.000050,-0.003408,-9.810549,0.000633,0.000560,-0.000029
9.612839,0.000084,0.003197,-9.809458,0.000549,0.000532,0.000038
9.626705,-0.000146,-0.003754,-9.810076,0.000633,0.000561,-0.000029
9.633724,0.000068,0.003151,-9.809465,0.000549,0.000532,0.000038
9.640600,-0.000103,-0.003396,-9.810490,0.000634,0.000554,-0.000028
9.647715,0.000259,0.003183,-9.809695,0.000543,0.000544,0.000039
9.654571,0.000003,0.000172,-9.810297,0.000507,0.000526,0.000039
9.668410,-0.000150,0.003488,-9.810182,0.000519,0.000515,0.000038
9.675350,0.000019,-0.003523,-9.810122,0.000634,0.000554,-0.000028
9.682452,0.000128,0.003105,-9.809528,0.000549,0.000532,0.000038
9.689217,-0.000051,-0.003467,-9.810557,0.000633,0.000560,-0.000029
9.703175,0.000127,0.000249,-9.810460,0.000507,0.000526,0.000039
9.710067,-0.000145,-0.003742,-9.810075,0.000633,0.000561,-0.000029
9.717045,0.000068,0.003170,-9.809462,0.000549,0.000532,0.000038
9.723940,-0.000103,-0.003391,-9.810485,0.000635,0.000554,-0.000028
9.731030,0.000260,0.003197,-9.809696,0.000543,0.000544,0.000039
9.744781,-0.000041,-0.003913,-9.809713,0.000663,0.000578,-0.000029
9.751796,-0.000150,0.003483,-9.810182,0.000519,0.000515,0.000038
9.758721,0.000073,-0.003539,-9.810185,0.000633,0.000560,-0.000029
9.765647,0.000076,0.003192,-9.809452,0.000549,0.000532,0.000038
9.779529,0.000138,0.003200,-9.809518,0.000549,0.000532,0.000038
9.786503,0.000127,0.000251,-9.810464,0.000507,0.000526,0.000039
9.793461,0.000059,-0.003861,-9.809982,0.000661,0.000595,-0.000029
9.800389,-0.000302,0.003516,-9.809849,0.000521,0.000508,0.000039
9.814347,0.000201,0.003217,-9.809629,0.000543,0.000544,0.000039
9.821235,0.000003,0.000173,-9.810297,0.000507,0.000526,0.000039
9.828137,-0.000041,-0.003908,-9.809712,0.000663,0.000578,-0.000029
9.835085,-0.000151,0.003517,-9.810183,0.000519,0.000515,0.000038
9.842911,0.000020,-0.003134,-9.810109,0.000634,0.000554,-0.000028
9.855881,-0.000050,-0.003410,-9.810548,0.000633,0.000560,-0.000029
9.862869,0.000083,0.003173,-9.809461,0.000549,0.000532,0.000038
9.869804,0.000128,0.000253,-9.810468,0.000507,0.000526,0.000039
9.876719,-0.000144,-0.003730,-9.810077,0.000633,0.000561,-0.000029
9.890674,-0.000103,-0.003375,-9.810482,0.000635,0.000554,-0.000028
9.897682,0.000263,0.003236,-9.809693,0.000543,0.000544,0.000039
9.904562,0.000003,0.000171,-9.810296,0.000507,0.000526,0.000039
9.911507,-0.000041,-0.003884,-9.809715,0.000663,0.000578,-0.000029
9.925367,0.000074,-0.003557,-9.810185,0.000633,0.000560,-0.000029
9.932351,0.000076,0.003165,-9.809459,0.000549,0.000532,0.000038
9.939308,-0.000102,-0.003362,-9.810480,0.000635,0.000554,-0.000028
9.946304,0.000137,0.003162,-9.809525,0.000549,0.000532,0.000038
9.953182,0.000129,0.000254,-9.810470,0.000507,0.000526,0.000039
9.967155,-0.000023,0.003513,-9.810345,0.000513,0.000527,0.000038
9.973997,-0.000107,-0.003657,-9.809949,0.000634,0.000554,-0.000028
9.980916,0.000127,0.003190,-9.809519,0.000549,0.000532,0.000038
9.987874,0.000233,0.000081,-9.810102,0.000537,0.000543,0.000039
9.994803,-0.000298,-0.003435,-9.811174,0.000603,0.000565,-0.000029
10.008682,-0.000108,-0.003396,-9.810484,0.000635,0.000554,-0.000028
10.015680,0.000233,0.003179,-9.809793,0.000546,0.000549,0.000038
10.022548,-0.000201,-0.003427,-9.810211,0.000635,0.000554,-0.000028
10.029506,0.000264,0.003262,-9.809692,0.000543,0.000544,0.000039
10.043397,-0.000150,-0.003776,-9.810080,0.000633,0.000561,-0.000029
10.050421,0.000068,0.003149,-9.809464,0.000549,0.000532,0.000038
10.057338,-0.000103,-0.003381,-9.810484,0.000635,0.000554,-0.000028
10.064212,0.000138,0.003219,-9.809516,0.000549,0.000532,0.000038
10.078142,-0.000038,-0.003917,-9.809710,0.000663,0.000578,-0.000029
10.085173,-0.000203,0.003484,-9.810120,0.000520,0.000508,0.000039
10.092004,0.000228,-0.003576,-9.810526,0.000630,0.000577,-0.000028
10.099077,-0.000020,0.003102,-9.809197,0.000549,0.000532,0.000038
10.105891,-0.000101,-0.003387,-9.810519,0.000632,0.000553,-0.000027
10.112847,0.000262,0.003221,-9.809665,0.000543,0.000544,0.000039
10.126745,-0.000043,-0.003963,-9.809703,0.000663,0.000578,-0.000029
10.133792,-0.000098,0.003307,-9.809761,0.000551,0.000526,0.000039
10.140619,-0.000027,-0.003303,-9.811366,0.000603,0.000565,-0.000029
10.147568,0.000226,0.003086,-9.808994,0.000546,0.000549,0.000038
10.161489,-0.000198,-0.003714,-9.810017,0.000634,0.000554,-0.000028
