k,phase,seg,sim_time_ns,a_thrust,a_roll,a_pitch,a_yaw,cmd_wx,cmd_wy,cmd_wz,cmd_thrust,collective,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,k_tick
8,prog,g0,2613451576000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,1.0375624895095825,0.1114494800567627,0.569832444190979,-0.02263820171356201,0.053417205810546875,-7.3150105476379395,10
9,prog,g0,2613479235000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.7475584149360657,-0.059367835521698,1.0931769609451294,-0.019858479499816895,0.03036177158355713,-5.701562881469727,11
10,prog,g0,2613500140000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.46457692980766296,-0.05247229337692261,0.9553327560424805,-0.024449408054351807,0.02107834815979004,-6.255062103271484,12
12,prog,g0,2613534886000,-0.63454,0.05171975,-0.0,0.06955414,0.1624000149999998,-0.0,0.2183999995999999,0.9136500000000001,0.24266544,0.5082458257675171,-0.0010258853435516357,0.5687386393547058,-0.03518003225326538,0.026910901069641113,-7.244290828704834,13
13,prog,g0,2613555641000,-0.63454,0.05171975,-0.0,0.06955414,0.1624000149999998,-0.0,0.2183999995999999,0.9136500000000001,0.24266544,-0.014458253979682922,0.09225121140480042,0.11429119110107422,-0.04813241958618164,0.0007648468017578125,-11.18858814239502,14
14,prog,g0,2613583519000,-0.636596,0.06041401,-0.0,0.0989172,0.18969999139999993,-0.0,0.3106000080000002,0.9085099999999999,0.241300256,-0.5395519733428955,0.029105186462402344,-0.7104302644729614,-0.05057305097579956,-0.032721757888793945,-9.56773853302002,15
15,prog,g0,2613611240000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.525714099407196,-0.04245755076408386,-1.0492182970046997,-0.054502904415130615,-0.0228884220123291,-7.692190647125244,16
16,prog,g0,2613632076000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.4575708508491516,-0.025636836886405945,-1.064389705657959,-0.06127452850341797,-0.015842795372009277,-7.178536415100098,17
17,prog,g0,2613659802000,-0.638484,0.02958599,-0.0,0.05630573,0.09290000860000003,-0.0,0.1767999922000003,0.9037899999999999,0.24004662399999996,-0.4195637106895447,-0.005729585886001587,-0.969658613204956,-0.07040715217590332,-0.011216282844543457,-7.2157487869262695,18
18,prog,g0,2613680702000,-0.638484,0.02958599,-0.0,0.05630573,0.09290000860000003,-0.0,0.1767999922000003,0.9037899999999999,0.24004662399999996,-0.32364422082901,-0.008608609437942505,-0.7442089319229126,-0.07649433612823486,-0.005186796188354492,-7.6649346351623535,19
19,prog,g0,2613708474000,-0.637004,-0.05920382,-0.0,-0.09729299,-0.1858999948000002,-0.0,-0.30549998860000027,0.9074899999999999,0.24102934399999998,-0.21842530369758606,-0.0105925053358078,-0.38709551095962524,-0.08527117967605591,0.0024029016494750977,-8.089608192443848,20
19,prog,g0,2613729236000,-0.637004,-0.05920382,-0.0,-0.09729299,-0.1858999948000002,-0.0,-0.30549998860000027,0.9074899999999999,0.24102934399999998,0.2305266559123993,0.08620139956474304,0.1133735254406929,-0.10017931461334229,0.03418850898742676,-11.166260719299316,21
21,prog,g0,2613757069000,-0.629592,-0.0244586,-0.0,-0.1088535,-0.07680000399999987,-0.0,-0.34179999000000016,0.9260199999999998,0.24595091199999997,0.6077983975410461,0.026301681995391846,0.9810143709182739,-0.1077280044555664,0.05839264392852783,-9.88127326965332,22
21,prog,g0,2613777862000,-0.629592,-0.0244586,-0.0,-0.1088535,-0.07680000399999987,-0.0,-0.34179999000000016,0.9260199999999998,0.24595091199999997,0.3875826895236969,-0.0599188357591629,1.2155786752700806,-0.1131904125213623,0.038870930671691895,-8.441106796264648,23
23,prog,g0,2613805716000,-0.612364,0.01678344,-0.0,-0.0661465,0.05270000159999988,-0.0,-0.20770000999999993,0.96909,0.257390304,0.15065178275108337,-0.02557709813117981,1.1044379472732544,-0.13069671392440796,0.023769855499267578,-8.12082290649414,24
23,prog,g0,2613826484000,-0.612364,0.01678344,-0.0,-0.0661465,0.05270000159999988,-0.0,-0.20770000999999993,0.96909,0.257390304,0.0836058184504509,-0.0010611042380332947,0.8818141222000122,-0.1440538763999939,0.019977927207946777,-8.675141334533691,25
25,prog,g0,2613854280000,-0.612344,0.06181529,-0.0,0.0488535,0.1941000105999997,-0.0,0.15339999000000049,0.96914,0.257403584,-0.1746637523174286,-0.0020132064819335938,0.489104300737381,-0.15992575883865356,0.004081606864929199,-9.281010627746582,26
25,prog,g0,2613875277000,-0.612344,0.06181529,-0.0,0.0488535,0.1941000105999997,-0.0,0.15339999000000049,0.96914,0.257403584,-0.3075600564479828,0.019594639539718628,0.25418898463249207,-0.17350852489471436,-0.006241798400878906,-10.437217712402344,27
26,prog,g0,2613903072000,-0.612344,0.06181529,-0.0,0.0488535,0.1941000105999997,-0.0,0.15339999000000049,0.96914,0.257403584,-0.5891350507736206,0.02430287003517151,-0.4187801480293274,-0.20391243696212769,-0.016662955284118652,-9.994266510009766,28
28,prog,g0,2613930726000,-0.612344,0.06181529,-0.0,0.0488535,0.1941000105999997,-0.0,0.15339999000000049,0.96914,0.257403584,-0.5713997483253479,-0.026981472969055176,-0.6589491367340088,-0.19954270124435425,-0.015047788619995117,-9.524698257446289,29
28,prog,g0,2613951570000,-0.612344,0.06181529,-0.0,0.0488535,0.1941000105999997,-0.0,0.15339999000000049,0.96914,0.257403584,-0.5460748672485352,-0.024490386247634888,-0.5680743455886841,-0.20987296104431152,-0.009655594825744629,-9.328438758850098,30
30,prog,g0,2613979331000,-0.61082,0.05133758,-0.0,0.05519108,0.1612000012000001,-0.0,0.17329999119999995,0.97295,0.25841552,-0.5492421388626099,-0.009210705757141113,-0.39100998640060425,-0.22537529468536377,-0.006214618682861328,-9.30171012878418,31
30,prog,g0,2614000202000,-0.61082,0.05133758,-0.0,0.05519108,0.1612000012000001,-0.0,0.17329999119999995,0.97295,0.25841552,-0.525571346282959,-0.00369378924369812,-0.34717658162117004,-0.23691296577453613,-0.0026047229766845703,-9.367107391357422,32
31,prog,g0,2614027906000,-0.607444,0.05085987,-0.0,0.04280255,0.15969999180000016,-0.0,0.134400007,0.98139,0.260657184,-0.4526309669017792,-0.003580749034881592,-0.4180263876914978,-0.2522073984146118,0.005080580711364746,-9.492143630981445,33
32,prog,g0,2614048845000,-0.576508,0.03455414,-0.0,0.01455414,0.10849999960000023,-0.0,0.04569999960000004,1.05873,0.281198688,-0.4547501504421234,-0.005425930023193359,-0.456764280796051,-0.26335346698760986,0.007485747337341309,-9.556042671203613,34
33,prog,g0,2614076570000,-0.576508,0.03455414,-0.0,0.01455414,0.10849999960000023,-0.0,0.04569999960000004,1.05873,0.281198688,-0.4233672618865967,-0.009193241596221924,-0.36623653769493103,-0.278450608253479,0.012209534645080566,-9.831075668334961,35
35,prog,g0,2614104434000,-0.574288,0.00719745,-0.0,-0.02353503,0.02259999300000004,-0.0,-0.07389999420000004,1.06428,0.28267276799999996,-0.30514276027679443,-0.007577762007713318,-0.1331668198108673,-0.2991461753845215,0.02193272113800049,-10.352689743041992,36
36,prog,g0,2614132170000,-0.574288,0.00719745,-0.0,-0.02353503,0.02259999300000004,-0.0,-0.07389999420000004,1.06428,0.28267276799999996,-0.18146660923957825,-0.0021131187677383423,0.05837669596076012,-0.31360578536987305,0.030768156051635742,-10.654224395751953,37
37,prog,g0,2614159925000,-0.54398,0.00464968,-0.0,-0.02350318,0.014599995199999771,-0.0,-0.07379998519999997,1.14005,0.30279728,-0.045929763466119766,-0.0036187246441841125,0.24921715259552002,-0.3333195447921753,0.04005467891693115,-10.795404434204102,38
38,prog,g0,2614180841000,-0.54398,0.00464968,-0.0,-0.02350318,0.014599995199999771,-0.0,-0.07379998519999997,1.14005,0.30279728,-0.05173424631357193,-0.005723349750041962,0.27813953161239624,-0.34907615184783936,0.038514137268066406,-11.23995590209961,39
39,prog,g0,2614208566000,-0.545804,0.00372611,-0.0,-0.01356688,0.011699985399999502,-0.0,-0.042600003200000014,1.13549,0.30158614400000006,-0.058918923139572144,-0.003541789948940277,0.22425103187561035,-0.3707212209701538,0.03663361072540283,-11.703871726989746,40
40,prog,g0,2614229303000,-0.54422,0.01095541,-0.0,0.0016242,0.034399987400000054,-0.0,0.005099988,1.1394499999999999,0.30263791999999995,-0.05224991217255592,-0.0028593651950359344,0.1614520400762558,-0.38700032234191895,0.03656005859375,-11.858662605285645,41
41,prog,g0,2614257098000,-0.530028,0.01914013,-0.0,0.00624204,0.060100008200000055,-0.0,0.01960000560000008,1.1749299999999998,0.31206140799999993,-0.08133979141712189,-0.0021151378750801086,0.057665497064590454,-0.4083675146102905,0.03390383720397949,-11.980168342590332,42
41,prog,g0,2614277964000,-0.530028,0.01914013,-0.0,0.00624204,0.060100008200000055,-0.0,0.01960000560000008,1.1749299999999998,0.31206140799999993,-0.13846296072006226,-0.00156373530626297,-0.02738805115222931,-0.4085402488708496,0.028534531593322754,-12.165731430053711,43
43,prog,g0,2614305798000,-0.532828,0.01767516,-0.0,0.01315287,0.05550000240000008,-0.0,0.0413000118000002,1.1679300000000001,0.31020220800000003,-0.19541221857070923,-0.002524435520172119,-0.08768165111541748,-0.4447416067123413,0.025241732597351074,-12.419469833374023,44
44,prog,g0,2614333611000,-0.532828,0.01767516,-0.0,0.01315287,0.05550000240000008,-0.0,0.0413000118000002,1.1679300000000001,0.31020220800000003,-0.17407721281051636,-0.00251983106136322,-0.09235829859972,-0.46539509296417236,0.02804744243621826,-12.503941535949707,45
45,prog,g0,2614354397000,-0.53342,0.01703822,-0.0,0.01171975,0.05350001080000011,-0.0,0.03680001499999985,1.16645,0.30980912,-0.16204112768173218,-0.0017572343349456787,-0.10338609665632248,-0.4811580181121826,0.029892921447753906,-12.513153076171875,46
46,prog,g0,2614382236000,-0.533072,0.01570064,-0.0,0.00792994,0.049300009599999584,-0.0,0.024900011599999772,1.1673200000000001,0.31004019200000005,-0.1617758721113205,-0.0016290247440338135,-0.1093786358833313,-0.5020754337310791,0.031055450439453125,-12.502140998840332,47
46,prog,g0,2614403106000,-0.533072,0.01570064,-0.0,0.00792994,0.049300009599999584,-0.0,0.024900011599999772,1.1673200000000001,0.31004019200000005,-0.15675504505634308,-0.0017165392637252808,-0.09940260648727417,-0.5180472135543823,0.032293081283569336,-12.489755630493164,48
48,prog,g0,2614430921000,-0.532992,0.01926752,-0.0,0.00124204,0.06050001280000039,-0.0,0.0039000055999998118,1.16752,0.31009331199999995,-0.14626814424991608,-0.0015474557876586914,-0.06779007613658905,-0.5395231246948242,0.03395718336105347,-12.47671127319336,49
49,prog,g0,2614458561000,-0.531268,0.01767516,-0.0,-0.00359873,0.05550000240000008,-0.0,-0.011300012199999987,1.1718300000000001,0.31123804800000004,-0.1666552871465683,-0.0014184415340423584,-0.03995301574468613,-0.5616297721862793,0.03268200159072876,-12.46259880065918,50
50,prog,g0,2614479903000,-0.530424,0.01079618,-0.0,0.00315287,0.03390000520000003,-0.0,0.009900011800000108,1.17394,0.311798464,-0.17556314170360565,-0.0014882832765579224,-0.0007374640554189682,-0.4516336917877197,0.038446664810180664,-12.640647888183594,51
51,prog,g0,2614508752000,-0.530424,0.01079618,-0.0,0.00315287,0.03390000520000003,-0.0,0.009900011800000108,1.17394,0.311798464,-0.12802155315876007,-0.0007477924227714539,0.030723445117473602,-0.6030365228652954,0.035707056522369385,-12.49150562286377,52
52,prog,g0,2614529492000,-0.530424,0.01079618,-0.0,0.00315287,0.03390000520000003,-0.0,0.009900011800000108,1.17394,0.311798464,-0.09378290176391602,-0.0006232261657714844,0.0039131054654717445,-0.6206564903259277,0.038434743881225586,-12.497211456298828,53
53,prog,g0,2614557252000,-0.530424,0.01079618,-0.0,0.00315287,0.03390000520000003,-0.0,0.009900011800000108,1.17394,0.311798464,-0.10046761482954025,-0.0006623119115829468,-0.0336177758872509,-0.6438350677490234,0.03780728578567505,-12.490693092346191,54
53,prog,g0,2614578165000,-0.530424,0.01079618,-0.0,0.00315287,0.03390000520000003,-0.0,0.009900011800000108,1.17394,0.311798464,-0.10511689633131027,-0.0007931813597679138,-0.04144074022769928,-0.6612889766693115,0.03744471073150635,-12.47968578338623,55
55,prog,g0,2614605911000,-0.530896,0.01799363,-0.0,0.00968153,0.05649999820000051,-0.0,0.030400004199999664,1.1727599999999998,0.3114850559999999,-0.10340112447738647,-0.0007257536053657532,-0.032707829028367996,-0.6845357418060303,0.0375746488571167,-12.462202072143555,56
55,prog,g0,2614626700000,-0.530896,0.01799363,-0.0,0.00968153,0.05649999820000051,-0.0,0.030400004199999664,1.1727599999999998,0.3114850559999999,-0.1212000846862793,-0.0004544854164123535,-0.03024911880493164,-0.7022378444671631,0.035949766635894775,-12.444796562194824,57
57,prog,g0,2614654518000,-0.527152,0.01843949,-0.0,0.00442675,0.05789999859999995,-0.0,0.01389999499999961,1.18212,0.313971072,-0.17541399598121643,-1.4454126358032227e-06,-0.06648648530244827,-0.7259232997894287,0.03160718083381653,-12.410799980163574,58
58,prog,g0,2614682339000,-0.527152,0.01843949,-0.0,0.00442675,0.05789999859999995,-0.0,0.01389999499999961,1.18212,0.313971072,-0.17177274823188782,-0.0007392317056655884,-0.08079603314399719,-0.7490429878234863,0.03249916434288025,-12.442744255065918,59
59,prog,g0,2614710096000,-0.526444,0.01697452,-0.0,0.0016242,0.05329999279999997,-0.0,0.005099988,1.1838899999999999,0.314441184,-0.1689189374446869,-0.000761181116104126,-0.04727277532219887,-0.7726341485977173,0.03289741277694702,-12.474193572998047,60
59,prog,g0,2614723924000,-0.526444,0.01697452,-0.0,0.0016242,0.05329999279999997,-0.0,0.005099988,1.1838899999999999,0.314441184,-0.16564735770225525,-0.0005398988723754883,-0.030437210574746132,-0.7846559286117554,0.03309878706932068,-12.483742713928223,61
60,prog,g0,2614751756000,-0.523368,0.01449045,-0.0,0.0,0.04550001300000028,-0.0,0.0,1.1915799999999999,0.31648364799999995,-0.15536829829216003,-0.00031400471925735474,-0.004687383770942688,-0.8088194131851196,0.03352895379066467,-12.4907865524292,62
62,prog,g0,2614779505000,-0.521568,0.02589172,-0.0,0.00073248,0.08130000079999977,-0.0,0.002299987199999798,1.1960799999999998,0.31767884799999996,-0.15019485354423523,-0.0002290382981300354,-0.0016311835497617722,-0.8334485292434692,0.03334900736808777,-12.506729125976562,63
62,prog,g0,2614800395000,-0.521568,0.02589172,-0.0,0.00073248,0.08130000079999977,-0.0,0.002299987199999798,1.1960799999999998,0.31767884799999996,-0.16626913845539093,-0.0002662837505340576,-0.0016593728214502335,-0.8517674207687378,0.03140479326248169,-12.555591583251953,64
64,prog,g0,2614835175000,-0.529228,0.03035032,-0.0,0.00197452,0.0953000047999999,-0.0,0.006199992800000498,1.17693,0.312592608,-0.2529398500919342,-0.000206872820854187,-0.005612604320049286,-0.8855764865875244,0.022417470812797546,-12.597628593444824,65
65,prog,g0,2614862819000,-0.531356,0.03057325,-0.0,0.00321656,0.09600000500000005,-0.0,0.01009999840000031,1.1716099999999998,0.31117961599999994,-0.27388086915016174,-0.00010773539543151855,-0.01158950850367546,-0.9071741104125977,0.02171047031879425,-12.335049629211426,66
66,prog,g0,2614883738000,-0.533976,0.01165605,-0.0,0.00312102,0.03659999700000016,-0.0,0.00980000280000004,1.16506,0.309439936,-0.2818479537963867,-5.017220973968506e-05,-0.019381247460842133,-0.9248859882354736,0.021741602569818497,-12.064862251281738,67
67,prog,g0,2614911494000,-0.533976,0.01165605,-0.0,0.00312102,0.03659999700000016,-0.0,0.00980000280000004,1.16506,0.309439936,-0.18029674887657166,-0.0003535747528076172,-0.02871851436793804,-0.9501744508743286,0.03001280128955841,-11.837626457214355,68
68,prog,g0,2614932407000,-0.547344,0.01904459,-0.0,0.0027707,0.05980001260000023,-0.0,0.008699997999999542,1.13164,0.300563584,-0.08671123534440994,-0.0002793446183204651,-0.029806887730956078,-0.9685225486755371,0.03703714907169342,-11.781220436096191,69
69,prog,g0,2614960117000,-0.547344,0.01904459,-0.0,0.0027707,0.05980001260000023,-0.0,0.008699997999999542,1.13164,0.300563584,-0.14039680361747742,-8.397549390792847e-05,-0.026153525337576866,-0.9931105375289917,0.03183981776237488,-11.221675872802734,70
70,prog,g0,2614980894000,-0.542676,0.0105414,-0.0,-0.00433121,0.0330999959999998,-0.0,-0.013599999400000229,1.1433099999999998,0.30366313599999994,-0.18924646079540253,-0.00011712312698364258,-0.022512033581733704,-1.0114513635635376,0.027674555778503418,-10.926190376281738,71
71,prog,g0,2615008698000,-0.542676,0.0105414,-0.0,-0.00433121,0.0330999959999998,-0.0,-0.013599999400000229,1.1433099999999998,0.30366313599999994,-0.13798506557941437,-0.00013963133096694946,-0.006210464984178543,-1.0360161066055298,0.030265063047409058,-11.150524139404297,72
72,prog,g0,2615029500000,-0.55148,0.01671975,-0.0,0.00092357,0.05250001500000012,-0.0,0.0029000098000002694,1.1213000000000002,0.2978172800000001,-0.08851904422044754,-0.00015397369861602783,0.026405803859233856,-1.0547198057174683,0.03247085213661194,-11.366618156433105,73
73,prog,g0,2615057294000,-0.553012,0.02006369,-0.0,-0.00219745,0.06299998659999995,-0.0,-0.006899993000000215,1.1174700000000002,0.29680003200000005,-0.12686514854431152,-0.00010802596807479858,0.03971404582262039,-1.0799026489257812,0.027359604835510254,-11.114052772521973,74
73,prog,g0,2615078119000,-0.553012,0.02006369,-0.0,-0.00219745,0.06299998659999995,-0.0,-0.006899993000000215,1.1174700000000002,0.29680003200000005,-0.17255522310733795,0.0003182440996170044,0.01566779799759388,-1.0987495183944702,0.02292001247406006,-10.89904499053955,75
75,prog,g0,2615105926000,-0.55492,0.02066879,-0.0,0.00095541,0.06490000059999979,-0.0,0.0029999873999999593,1.1127,0.29553312,-0.19240255653858185,-0.00021752715110778809,0.0039671845734119415,-1.123455286026001,0.020172834396362305,-10.839554786682129,76
76,prog,g0,2615133776000,-0.558072,0.01875796,-0.0,0.00292994,0.05889999440000038,-0.0,0.009200011599999947,1.10482,0.293440192,-0.18722359836101532,-0.00016035139560699463,0.0059909336268901825,-1.1480698585510254,0.019134104251861572,-10.827122688293457,77
77,prog,g0,2615154608000,-0.554216,0.01732484,-0.0,0.00318471,0.05439999759999958,-0.0,0.009999989399999798,1.1144599999999998,0.29600057599999996,-0.1788673847913742,0.00012379884719848633,-0.005845893174409866,-1.1666330099105835,0.018897414207458496,-10.702277183532715,78
78,prog,g0,2615182368000,-0.56044,0.02273885,-0.0,0.00267516,0.07139998900000011,-0.0,0.008400002399999718,1.0989,0.29186784,-0.16287708282470703,4.5672059059143066e-05,-0.02699957974255085,-1.1909213066101074,0.018728137016296387,-10.845344543457031,79
79,prog,g0,2615210119000,-0.56044,0.02273885,-0.0,0.00267516,0.07139998900000011,-0.0,0.008400002399999718,1.0989,0.29186784,-0.18616583943367004,-9.575486183166504e-05,-0.03290339931845665,-1.2151203155517578,0.01587587594985962,-10.739287376403809,80
80,prog,g0,2615230892000,-0.56044,0.02273885,-0.0,0.00267516,0.07139998900000011,-0.0,0.008400002399999718,1.0989,0.29186784,-0.21406349539756775,-0.00016865134239196777,-0.027466531842947006,-1.233048677444458,0.013060986995697021,-10.630906105041504,81
81,prog,g0,2615258683000,-0.56044,0.02273885,-0.0,0.00267516,0.07139998900000011,-0.0,0.008400002399999718,1.0989,0.29186784,-0.21173246204853058,-6.70403242111206e-05,-0.020167432725429535,-1.2572062015533447,0.011938929557800293,-10.636592864990234,82
82,prog,g0,2615279503000,-0.56698,0.02993631,-0.0,0.00687898,0.09400001340000008,-0.0,0.021599997200000054,1.08255,0.28752528,-0.207493394613266,7.88271427154541e-06,-0.018742840737104416,-1.275179386138916,0.011242389678955078,-10.671917915344238,83
83,prog,g0,2615307332000,-0.56614,0.03369427,-0.0,0.01019108,0.1058000078000001,-0.0,0.03199999120000019,1.0846500000000001,0.28808304,-0.24668000638484955,0.00040297210216522217,-0.029348112642765045,-1.2991483211517334,0.007512092590332031,-10.433454513549805,84
83,prog,g0,2615328122000,-0.56614,0.03369427,-0.0,0.01019108,0.1058000078000001,-0.0,0.03199999120000019,1.0846500000000001,0.28808304,-0.2917458415031433,0.0007341057062149048,-0.05348152667284012,-1.316982388496399,0.003908038139343262,-10.321152687072754,85
85,prog,g0,2615355955000,-0.60754,0.06324841,-0.0,0.00573248,0.1986000073999996,-0.0,0.017999987200000067,0.9811500000000001,0.26059344,-0.3153071701526642,0.0002857893705368042,-0.08882664889097214,-1.3422287702560425,0.0001766681671142578,-10.363964080810547,86
85,prog,g0,2615377105000,-0.60754,0.06324841,-0.0,0.00573248,0.1986000073999996,-0.0,0.017999987200000067,0.9811500000000001,0.26059344,-0.40036705136299133,-0.00015845894813537598,-0.09404556453227997,-1.4010337591171265,-0.042600274085998535,-9.34841251373291,87
87,prog,g0,2615404850000,-0.607312,0.05028662,-0.0,0.01031847,0.1578999868000004,-0.0,0.03239999580000008,0.9817200000000001,0.26074483200000004,-0.6063718199729919,-0.0013633966445922852,-0.05995719134807587,-1.3802855014801025,-0.007814884185791016,-7.692096710205078,88
88,prog,g0,2615432570000,-0.607312,0.05028662,-0.0,0.01031847,0.1578999868000004,-0.0,0.03239999580000008,0.9817200000000001,0.26074483200000004,-0.5130351781845093,0.0005137622356414795,-0.045319683849811554,-1.4035338163375854,-0.002651214599609375,-7.695170879364014,89
88,prog,g0,2615453377000,-0.607312,0.05028662,-0.0,0.01031847,0.1578999868000004,-0.0,0.03239999580000008,0.9817200000000001,0.26074483200000004,-0.4340595304965973,0.0011456608772277832,-0.06629308313131332,-1.4208731651306152,0.00036334991455078125,-7.987426280975342,90
90,prog,g0,2615481141000,-0.653364,0.07671975,-0.0,0.01350318,0.24090001500000024,-0.0,0.04239998520000032,0.8665900000000002,0.23016630400000004,-0.44589418172836304,0.0006562173366546631,-0.09160072356462479,-1.4429234266281128,-0.001104593276977539,-8.381421089172363,91
90,prog,g0,2615501983000,-0.653364,0.07671975,-0.0,0.01350318,0.24090001500000024,-0.0,0.04239998520000032,0.8665900000000002,0.23016630400000004,-0.5380426049232483,0.0006020069122314453,-0.09842589497566223,-1.4603548049926758,-0.004288792610168457,-7.456328392028809,92
92,prog,g0,2615529704000,-0.649776,0.05719745,-0.0,0.01143312,0.1795999930000005,-0.0,0.0358999968,0.8755599999999999,0.23254873599999998,-0.7236329317092896,0.0011830925941467285,-0.11091494560241699,-1.4825284481048584,-0.0055806636810302734,-5.831109523773193,93
93,prog,g0,2615557519000,-0.746472,0.10041401,-0.0,-0.03324841,0.31529999139999987,-0.0,-0.10440000740000022,0.6338199999999999,0.16834259199999999,-0.6084570288658142,-0.0009374022483825684,-0.11083878576755524,-1.5045421123504639,-0.0018663406372070312,-6.081266403198242,94
93,prog,g0,2615578338000,-0.746472,0.10041401,-0.0,-0.03324841,0.31529999139999987,-0.0,-0.10440000740000022,0.6338199999999999,0.16834259199999999,-0.6033715009689331,-0.022761821746826172,-0.05712060630321503,-1.5203027725219727,-0.00153350830078125,-5.7348222732543945,95
95,prog,g0,2615613099000,-0.707108,0.10636943,-0.0,-0.03659236,0.33400001020000003,-0.0,-0.11490001039999997,0.7322300000000002,0.19448028800000006,-0.9305163621902466,-0.023749709129333496,0.28825733065605164,-1.5518373250961304,0.009058952331542969,-1.0147318840026855,96
96,prog,g0,2615633960000,-0.707108,0.10636943,-0.0,-0.03659236,0.33400001020000003,-0.0,-0.11490001039999997,0.7322300000000002,0.19448028800000006,-0.9732018709182739,0.0028649568557739258,0.3867725729942322,-1.571409821510315,-0.007803559303283691,-2.828040838241577,97
97,prog,g0,2615661665000,-0.611016,-0.02716561,-0.0,-0.02751592,-0.08530001539999965,-0.0,-0.08639998880000022,0.97246,0.258285376,-0.9810501337051392,0.013494908809661865,0.36940792202949524,-1.5965981483459473,-0.026138782501220703,-4.7833452224731445,98
98,prog,g0,2615682583000,-0.611016,-0.02716561,-0.0,-0.02751592,-0.08530001539999965,-0.0,-0.08639998880000022,0.97246,0.258285376,-0.39517587423324585,-0.0016144514083862305,0.2993067502975464,-1.6139832735061646,-0.015728354454040527,-7.175135135650635,99
99,prog,g0,2615710329000,-0.544148,-0.15378981,-0.0,0.07544586,-0.48290000340000017,-0.0,0.23690000040000037,1.1396300000000001,0.30268572800000004,0.3613503873348236,-0.00043839216232299805,0.20548462867736816,-1.636505365371704,0.021435976028442383,-8.222846984863281,100
100,prog,g0,2615731095000,-0.5401,-0.18646497,-0.0,0.08363057,-0.5855000058000002,-0.0,0.2625999898,1.14975,0.3053736,1.0875740051269531,-0.10008740425109863,-0.10982365906238556,-1.6452317237854004,0.08886265754699707,-11.459561347961426,101
