t,p_x,p_y,p_z,v_x,v_y,v_z,q_w,q_x,q_y,q_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.0,0.0,-0.98127,0.19265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.148752083853251e-07,4.615199340116551,3.6355085887027596,2.3620208721826526,0.0,0.0,0.0,0.0,0.0,0.0
0.017582356376276344,-2.641848987370678e-05,-0.0006331170689525029,-0.02302468462965473,-0.006006433401777304,-0.0734587489465578,-0.3430338912032115,0.046776717430385244,-0.012385178779593982,-0.9744909015967081,0.21914841719316666,6.199689743575736,10.999979071995615,0.7148416257873856,0.0,0.0,0.0,0.0,0.0,0.0,8.134747689800671e-07,1.2927346692438004,9.646539056516747e-06,1.3339681033986028,0.0,0.0,0.0,0.0,0.0,0.0
0.03516471275255269,-0.00019691770116304558,-0.0021088949504965396,-0.030912250407145545,-0.014836691738557893,-0.09526611250451471,-0.5532269623060958,0.14012018635445977,-0.035444724330634086,-0.9460311056205963,0.2900606007223127,10.999995074724614,10.999997136189249,0.7361691622583167,0.0,0.0,0.0,0.0,0.0,0.0,3.3629894220751896e-06,2.648624879858174e-06,7.491092277386645e-06,0.05447336609963903,0.0,0.0,0.0,0.0,0.0,0.0
0.05274706912882903,-0.00046020131398769374,-0.003785680595696021,-0.0421414773918784,-0.015138982445305586,-0.0954861214102108,-0.7239678882668075,0.2315106145494569,-0.055784649993613926,-0.8954738200602002,0.37605524296679443,10.999997041902615,10.999998358399834,0.7643396372138532,0.0,0.0,0.0,0.0,0.0,0.0,1.6035008298732176e-05,1.4080525437191712e-05,1.0428293193435053e-05,0.056559679795304386,0.0,0.0,0.0,0.0,0.0,0.0
0.07032942550510538,-0.0007303126759549188,-0.0054673237425007775,-0.056365701242320536,-0.015609093602500594,-0.09581086770473639,-0.8939010413470371,0.3184725969053083,-0.07530545490767425,-0.828140360157301,0.45506904680506804,10.999996061122573,10.999998356974837,0.7935780577612013,0.0,0.0,0.0,0.0,0.0,0.0,4.6151958587697655,4.615191800251554,3.0459641071017756,3.0446371092343303,0.0,0.0,0.0,0.0,0.0,0.0
0.08791178188138171,-0.0025005213594983242,-0.008831122353970827,-0.07427621456885948,-0.18996408984853597,-0.28689918862732566,-1.1318480230675938,0.40295853867168474,-0.0879395035614615,-0.7459033187935341,0.5229907253840504,10.999989723061166,10.999997801061404,-0.8300938299062223,0.0,0.0,0.0,0.0,0.0,0.0,4.615198652584086,4.615183848197474,4.615192661958023,4.553765746415745,0.0,0.0,0.0,0.0,0.0,0.0
0.10549413825765805,-0.00785779927933709,-0.015848069283970492,-0.09576711942497577,-0.4216238567763441,-0.5086163840670715,-1.2983800788161626,0.4834504219435211,-0.09316432604934419,-0.6503093494383734,0.5785273095606139,10.999943068341656,10.999997025133787,-0.86185795587102,0.0,0.0,0.0,0.0,0.0,0.0,4.6151991413226785,3.2240336231738995,4.615196445745651,3.1755173028188493,0.0,0.0,0.0,0.0,0.0,0.0
0.12307649463393439,-0.017044175612637505,-0.02630142200867311,-0.1195426041392181,-0.623733034864639,-0.6756531767970534,-1.3959780347076642,0.553495708368639,-0.10808598629648636,-0.5567659503490754,0.6098947424889848,5.839060529311138,10.999996074420839,-0.8869485037870203,0.0,0.0,0.0,0.0,0.0,0.0,4.6151992801315656,4.615172184614646,4.615197442874714,4.580481518325411,0.0,0.0,0.0,0.0,0.0,0.0
0.14065885101021072,-0.030122461441161336,-0.039621681101171716,-0.14437839351343182,-0.8634560440356853,-0.8318188528690601,-1.4200811725262021,0.6142535948219335,-0.13342471216106042,-0.46944767146646393,0.6200880995373038,5.895563485681061,10.9999913166098,-0.9048889732262118,0.0,0.0,0.0,0.0,0.0,0.0,4.615199359871479,4.615181025556647,4.615197108799808,4.6151917295238825,0.0,0.0,0.0,0.0,0.0,0.0
0.15824120738648706,-0.047357751561512514,-0.05526463155037142,-0.1691788148100148,-1.0944935808553065,-0.9389484930802181,-1.3931888075096128,0.6676188136557408,-0.15644269130430163,-0.3761655351100096,0.6231454839648348,6.017658203170301,10.93362752092814,-0.9048846019961462,0.0,0.0,0.0,0.0,0.0,0.0,4.615199423023311,3.513167879852396,4.615194464840622,4.615197008518506,0.0,0.0,0.0,0.0,0.0,0.0
0.1758235637627634,-0.06837509896485676,-0.07229771879755877,-0.1932499380811201,-1.2927438693051327,-0.9907629443601803,-1.3398403992695245,0.7072990928719468,-0.17818603864945526,-0.28973713760982317,0.6197016378408261,4.039118652817178,8.838876539105831,-0.3349969049164458,0.0,0.0,0.0,0.0,0.0,0.0,4.615199435294034,1.1993721096280794,4.615187921937941,4.61519777088351,0.0,0.0,0.0,0.0,0.0,0.0
0.19340592013903973,-0.0924930825240823,-0.08984297062331871,-0.21645633987692675,-1.4496858302570859,-1.0008002260380484,-1.2988834280262929,0.7188988431057084,-0.2048233779846136,-0.2486274951243613,0.6159676987313798,-2.357617713445888,2.462821984621456,1.43141667342158,0.0,0.0,0.0,0.0,0.0,0.0,4.6151994351117125,4.615117115361607,4.615156784779945,4.61519800957168,0.0,0.0,0.0,0.0,0.0,0.0
0.21098827651531607,-0.11969879880920804,-0.10739409389423049,-0.23852744010051105,-1.6463206847013971,-0.9930269522505436,-1.2129778103644082,0.7118202938052561,-0.23609721799456468,-0.24337065667763566,0.6150940549627532,-2.4007129657618975,2.4206755607973998,1.4314364504068031,0.0,0.0,0.0,0.0,0.0,0.0,4.615199431715684,4.615163344215105,3.869626873478108,4.61519805246974,0.0,0.0,0.0,0.0,0.0,0.0
0.2285706328915924,-0.1503543156768019,-0.12468427854483785,-0.2592428158399998,-1.841619277335009,-0.9720131442066279,-1.1444037822068975,0.7050095776907648,-0.25869224512740074,-0.2393213809984079,0.6154389443903021,-1.0369953444136437,1.0034183609010152,1.0458978571596576,0.0,0.0,0.0,0.0,0.0,0.0,4.615199425004555,4.6151760790317615,4.1236399149460485,4.615198014139698,0.0,0.0,0.0,0.0,0.0,0.0
0.24615298926786874,-0.18450222856375387,-0.1415345333851728,-0.27876450237958955,-2.042932295086792,-0.9441752901775184,-1.076589828774867,0.699814340688859,-0.26714700936225205,-0.2370089731294694,0.6186429589117921,-0.12669108124865142,0.07984430351806096,0.7917099508328477,0.0,0.0,0.0,0.0,0.0,0.0,4.6151994154826435,4.615182649380428,4.615106604613577,4.615197944784705,0.0,0.0,0.0,0.0,0.0,0.0
0.2637353456441451,-0.222244383425766,-0.1578733706441493,-0.2970509586795666,-2.2502056819561247,-0.9143073137936893,-1.003627706235679,0.6953577191524716,-0.2700015356256544,-0.2353476764740786,0.6230475779209107,-0.1273229926050915,0.07840514927787741,0.7916698654055945,0.0,0.0,0.0,0.0,0.0,0.0,4.615199403675049,4.615187082284904,4.615161175005812,4.615197853627304,0.0,0.0,0.0,0.0,0.0,0.0
0.28131770202042145,-0.2636284417057428,-0.17368359991047677,-0.31406121849639335,-2.457201753087507,-0.8840490479525432,-0.9314228801423952,0.6908618970222519,-0.27283896975871413,-0.23368679889331967,0.6274226771856528,-0.12803500996056538,0.07706971770843155,0.7916556664495474,0.0,0.0,0.0,0.0,0.0,0.0,4.615199389618873,4.615190135189483,4.615177103738946,4.61519773934966,0.0,0.0,0.0,0.0,0.0,0.0
0.2989000583966978,-0.3086496024812699,-0.18895852334572955,-0.3298086492381997,-2.663929012667907,-0.8534191500182172,-0.8599812903333593,0.6863270445481979,-0.2756597673055577,-0.23202620744500757,0.6317679318147353,-0.1287583439197234,0.0757629489107354,0.7916480741192876,0.0,0.0,0.0,0.0,0.0,0.0,4.615199373209517,4.6151922574789905,4.615184350686982,4.61519759924001,0.0,0.0,0.0,0.0,0.0,0.0
0.3164824147729742,-0.3573032158288515,-0.20369176974847344,-0.34430671784415684,-2.8703961086954766,-0.8224361640306967,-0.7893082928579289,0.6817533971328869,-0.2784638526591224,-0.23036585427930256,0.63608314035366,-0.1294787796366173,0.07446692110799123,0.7916430679252006,0.0,0.0,0.0,0.0,0.0,0.0,4.615199354308819,4.6151937666348095,4.615188359222908,4.6151974295341,0.0,0.0,0.0,0.0,0.0,0.0
0.33406477114925054,-0.40958478200095866,-0.21787729448262086,-0.3575689824636595,-3.076611470201795,-0.7911187040190427,-0.7194089006690761,0.6771412034659381,-0.28125101969842053,-0.22870572080845553,0.6403681345576031,-0.13019154388123644,0.07317455993955492,0.791639276245254,0.0,0.0,0.0,0.0,0.0,0.0,4.6151993327427965,4.615194867564197,4.61519084204659,4.615197225196507,0.0,0.0,0.0,0.0,0.0,0.0
0.3516471275255269,-0.46548994696648294,-0.23150938117960948,-0.36960908662295994,-3.2825832413321128,-0.7594855002033895,-0.6502878099963456,0.6724907172059829,-0.2840210122738704,-0.22704580249177667,0.6446227605581221,-0.13089463212033076,0.0718824114626535,0.7916361046653979,0.0,0.0,0.0,0.0,0.0,0.0,4.6151993082982905,4.615195690697227,4.6151924986841735,4.615196979590887,0.0,0.0,0.0,0.0,0.0,0.0
0.36922948390180327,-0.5250144972005507,-0.24458264393368542,-0.38044075367669694,-3.4883192594970454,-0.7275554136739079,-0.5819494038237539,0.6678021950850175,-0.28677355120711856,-0.22538610205216641,0.6488468722043905,-0.1315870866954704,0.07058859742866262,0.7916332497455582,0.0,0.0,0.0,0.0,0.0,0.0,4.615199280718427,4.615196320059916,4.615193663835208,4.615196684001689,0.0,0.0,0.0,0.0,0.0,0.0
0.38681184027807963,-0.5881543542003717,-0.25709202963802835,-0.39007778128935383,-3.693827045426439,-0.6953474391774559,-0.5143977511235113,0.6630758964936447,-0.2895083458956694,-0.22372662585385303,0.6530403280272611,-0.13226841859733404,0.06929204463061199,0.7916305333017776,0.0,0.0,0.0,0.0,0.0,0.0,4.615199249696706,4.615196810932909,4.615194515877092,4.615196326946778,0.0,0.0,0.0,0.0,0.0,0.0
0.404394196654356,-0.6549055688663423,-0.26903282031521003,-0.39853403589743486,-3.899113797577741,-0.6628807022547549,-0.4476366051903839,0.6583120834596063,-0.2922251001790852,-0.22206738179157517,0.6572029896011055,-0.13293838087721535,0.06799214141831098,0.7916278350276569,0.0,0.0,0.0,0.0,0.0,0.0,4.615199214869523,4.615197200549061,4.615195157670562,4.615195893185448,0.0,0.0,0.0,0.0,0.0,0.0
0.42197655303063236,-0.7252643158028932,-0.2804006353677871,-0.40582344714263746,-4.104186388519665,-0.6301744532797928,-0.3816694019148162,0.6535110207271136,-0.29492351571876896,-0.22040837800055094,0.6613347205246777,-0.13359687209251428,0.06668856837335294,0.7916250608614523,0.0,0.0,0.0,0.0,0.0,0.0,4.615199175806772,4.615197514575817,4.61519565221953,4.615195362270692,0.0,0.0,0.0,0.0,0.0,0.0
0.4395589094069087,-0.7992268875655867,-0.2911914337062901,-0.4119600022769352,-4.309051362404898,-0.5972480596063927,-0.3164992582774839,0.6486729758528327,-0.29760329420891973,-0.2187496220523797,0.6654353856883256,-0.13424389557433045,0.06538121100001386,0.7916221256978537,0.0,0.0,0.0,0.0,0.0,0.0,4.615199132000142,4.615197771100851,4.615196040003175,4.615194706402924,0.0,0.0,0.0,0.0,0.0,0.0
0.4571412657831851,-0.87678968887029,-0.3014015157273092,-0.4169577405444974,-4.513714933175845,-0.5641209964400347,-0.25212897120845384,0.6437982192964022,-0.30026413903911187,-0.21709112046188503,0.6695048506579215,-0.13487954691679566,0.06407011647852923,0.7916189418977443,0.0,0.0,0.0,0.0,0.0,0.0,4.615199082848521,4.615197983131923,4.615196348056476,4.61519388718694,0.0,0.0,0.0,0.0,0.0,0.0
0.47472362215946146,-0.9579492307760324,-0.31102752512241816,-0.4208307475477777,-4.718182983370152,-0.5308128367596511,-0.18856101693054453,0.6388870245032533,-0.30290575675229164,-0.21543287841183328,0.6735429810686867,-0.13550401946468296,0.06275547814152382,0.7916154095314871,0.0,0.0,0.0,0.0,0.0,0.0,4.6151990276398145,4.615198160198911,4.615196595023182,4.6151928506225985,0.0,0.0,0.0,0.0,0.0,0.0
0.4923059785357378,-1.0427021248518247,-0.32006645050279847,-0.42359314960743555,-4.9224610635057875,-0.4973432404456853,-0.12579755093000108,0.6339396679844979,-0.30552785853574344,-0.21377489965023547,0.6775496419405733,-0.1361176254918083,0.06143764162447526,0.7916114058257366,0.0,0.0,0.0,0.0,0.0,0.0,4.615198965528177,4.615198309402703,4.615196794110894,4.615191519171244,0.0,0.0,0.0,0.0,0.0,0.0
0.5098883349120141,-1.1310450773380119,-0.32851562682611635,-0.4252591081287812,-5.1265543921004335,-0.46373194265488993,-0.06384040875659416,0.6289564294020805,-0.30813016196316917,-0.21211718654837114,0.6815246968182008,-0.13672083584688138,0.06011713304560008,0.7916067715050917,0.0,0.0,0.0,0.0,0.0,0.0,4.615198895505443,4.615198436116153,4.615196954893346,4.615189778829804,0.0,0.0,0.0,0.0,0.0,0.0
0.5274706912882905,-1.2229748833142586,-0.3363727366120295,-0.42584281399186075,-5.330467856448886,-0.4299987413808201,-0.002691107960251165,0.6239375916708025,-0.3107123932511117,-0.2104597403382666,0.6854680066034846,-0.13731434610825355,0.058794715526717466,0.7916012910336998,0.0,0.0,0.0,0.0,0.0,0.0,4.615198816365027,4.61519854446168,4.615197084450321,4.615187457383516,0.0,0.0,0.0,0.0,0.0,0.0
0.5450530476645669,-1.318488420889084,-0.3436358109306586,-0.42535848198919746,-5.534206014365259,-0.3961634840231752,0.05764914834758074,0.6188834410943916,-0.3132742904137012,-0.2088025615861412,0.6893794278770018,-0.13789918520814926,0.05747148854737647,0.7915946619719054,0.0,0.0,0.0,0.0,0.0,0.0,4.6151987266560734,4.615198637642576,4.615197188112455,4.615184286451316,0.0,0.0,0.0,0.0,0.0,0.0
0.5626354040408432,-1.4175826454303646,-0.35030323014393305,-0.4238203453464154,-5.737773097213263,-0.3622460526263879,0.11717946550006088,0.6137942675630835,-0.31581560794265895,-0.20714565101702975,0.6932588103668338,-0.13847689681814287,0.05614905883151061,0.7915864449430416,0.0,0.0,0.0,0.0,0.0,0.0,4.615198624624807,4.615198718176749,4.615197269962939,4.615179832395346,0.0,0.0,0.0,0.0,0.0,0.0
0.5802177604171196,-1.520254583863135,-0.35637372437167625,-0.42124265037999525,-5.941173014721392,-0.3282663471863101,0.17589924745362115,0.6086703648600124,-0.3183361241136789,-0.2054890109106708,0.6971059929597607,-0.13904985222331218,0.054829839274389634,0.7915759780404884,0.0,0.0,0.0,0.0,0.0,0.0,4.615198508138944,4.615198788064167,4.615197333185904,4.615173364251796,0.0,0.0,0.0,0.0,0.0,0.0
