t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.1,-0.00031071,-0.00012087,-0.019904,0.019018,0.0033607,-0.98309,0.18211,-0.012253,-0.0046994,0.0037597,0.018537,0.7222,0.00024288,-0.3589,-0.1343,0.10901,0,0,0,2.466,2.4953,2.493,2.4687,-6.8353,-2.4245,2.0311,-58.302,-16.685,15.954
0.11,-0.00045235,-0.00017499,-0.019861,0.02272,0.0039659,-0.98322,0.18093,-0.016193,-0.0061663,0.0049539,0.022246,0.77753,0.00034872,-0.43014,-0.15936,0.1301,0,0,0,2.4727,2.5007,2.4982,2.4756,-7.4088,-2.5844,2.1865,-56.397,-15.301,15.135
0.12,-0.00063705,-0.00024506,-0.019804,0.026689,0.0046007,-0.98334,0.17976,-0.020875,-0.0078916,0.0063668,0.02625,0.82973,0.00048409,-0.50702,-0.18594,0.15271,0,0,0,2.48,2.5067,2.5041,2.4831,-7.9633,-2.7307,2.3338,-54.519,-13.95,14.329
0.13,-0.00087249,-0.00033373,-0.019733,0.03091,0.0052605,-0.98343,0.17857,-0.026352,-0.0098898,0.0080129,0.030538,0.87881,0.00065323,-0.58935,-0.21393,0.17675,0,0,0,2.4879,2.5133,2.5106,2.4913,-8.4993,-2.8635,2.4731,-52.669,-12.631,13.536
0.14,-0.0011669,-0.00044381,-0.019643,0.035368,0.005941,-0.98349,0.17739,-0.032679,-0.012174,0.0099063,0.035097,0.92478,0.00086038,-0.67694,-0.24317,0.20215,0,0,0,2.4964,2.5205,2.5177,2.5,-9.0168,-2.9834,2.6046,-50.844,-11.345,12.756
0.15,-0.0015291,-0.00057821,-0.019534,0.040048,0.0066376,-0.98352,0.17619,-0.039908,-0.014757,0.01206,0.039914,0.96766,0.0011097,-0.76962,-0.27355,0.22882,0,0,0,2.5055,2.5283,2.5254,2.5094,-9.5162,-3.0905,2.7283,-49.047,-10.09,11.99
0.16,-0.0019682,-0.00073998,-0.019401,0.044935,0.0073461,-0.98352,0.17499,-0.048088,-0.017649,0.014487,0.044978,1.0075,0.0014054,-0.86721,-0.30494,0.25669,0,0,0,2.5152,2.5368,2.5338,2.5194,-9.9978,-3.1853,2.8444,-47.275,-8.8674,11.237
0.17,-0.0024942,-0.00093225,-0.019243,0.050014,0.0080623,-0.98348,0.17379,-0.057268,-0.020859,0.017198,0.050274,1.0443,0.0017513,-0.96952,-0.33722,0.28568,0,0,0,2.5256,2.5459,2.5428,2.53,-10.462,-3.268,2.9531,-45.53,-7.6757,10.496
0.18,-0.0031171,-0.0011582,-0.019056,0.055269,0.0087822,-0.9834,0.17258,-0.067493,-0.024396,0.020204,0.05579,1.078,0.0021513,-1.0764,-0.37026,0.31572,0,0,0,2.5367,2.5557,2.5525,2.5412,-10.909,-3.3389,3.0544,-43.811,-6.515,9.7686
0.19,-0.0038477,-0.0014213,-0.018838,0.060686,0.0095019,-0.98329,0.17137,-0.07881,-0.028266,0.023515,0.061512,1.1088,0.002609,-1.1876,-0.40396,0.34674,0,0,0,2.5483,2.5661,2.5629,2.5532,-11.338,-3.3984,3.1485,-42.118,-5.385,9.0537
0.2,-0.0046971,-0.0017247,-0.018585,0.06625,0.010217,-0.98314,0.17015,-0.09126,-0.032477,0.027142,0.067427,1.1368,0.0031277,-1.3031,-0.43819,0.37867,0,0,0,2.5607,2.5772,2.574,2.5657,-11.751,-3.4467,3.2355,-40.45,-4.2855,8.3515
0.21,-0.0056768,-0.002072,-0.018294,0.071948,0.010925,-0.98294,0.16893,-0.10489,-0.037032,0.031092,0.07352,1.1618,0.0037104,-1.4226,-0.47286,0.41143,0,0,0,2.5737,2.589,2.5858,2.5789,-12.147,-3.4842,3.3156,-38.808,-3.2161,7.662
0.22,-0.0067988,-0.0024665,-0.017962,0.077765,0.011622,-0.9827,0.16771,-0.11972,-0.041935,0.035373,0.079778,1.1841,0.0043598,-1.546,-0.50784,0.44496,0,0,0,2.5874,2.6014,2.5983,2.5928,-12.527,-3.5112,3.3888,-37.192,-2.1767,6.985
0.23,-0.0080755,-0.0029118,-0.017585,0.083687,0.012304,-0.98241,0.16648,-0.13582,-0.047189,0.039993,0.086187,1.2037,0.0050784,-1.6731,-0.54305,0.47919,0,0,0,2.6017,2.6146,2.6115,2.6074,-12.891,-3.5278,3.4553,-35.6,-1.1669,6.3204
0.24,-0.0095195,-0.0034115,-0.017161,0.089701,0.012968,-0.98208,0.16525,-0.1532,-0.052796,0.044959,0.092734,1.2206,0.0058683,-1.8038,-0.57837,0.51404,0,0,0,2.6167,2.6284,2.6254,2.6226,-13.239,-3.5346,3.5152,-34.034,-0.18646,5.6681
0.25,-0.011144,-0.0039689,-0.016685,0.095794,0.013612,-0.9817,0.16403,-0.1719,-0.058756,0.050276,0.099405,1.235,0.0067312,-1.9378,-0.6137,0.54947,0,0,0,2.6323,2.643,2.64,2.6384,-13.572,-3.5317,3.5687,-32.492,0.76491,5.0282
0.26,-0.012962,-0.0045878,-0.016154,0.10195,0.014232,-0.98128,0.1628,-0.19197,-0.06507,0.05595,0.10619,1.2469,0.0076684,-2.0751,-0.64897,0.5854,0,0,0,2.6487,2.6582,2.6552,2.6549,-13.889,-3.5194,3.6158,-30.976,1.6875,4.4004
0.27,-0.014988,-0.0052715,-0.015565,0.10817,0.014825,-0.9808,0.16157,-0.21342,-0.071735,0.061985,0.11307,1.2564,0.0086808,-2.2156,-0.68406,0.62176,0,0,0,2.6656,2.6741,2.6712,2.6721,-14.192,-3.498,3.6568,-29.483,2.5815,3.7848
0.28,-0.017235,-0.0060236,-0.014913,0.11442,0.015389,-0.98029,0.16034,-0.23629,-0.07875,0.068386,0.12003,1.2637,0.0097693,-2.3589,-0.7189,0.65851,0,0,0,2.6832,2.6907,2.6879,2.6899,-14.479,-3.4678,3.6916,-28.015,3.4473,3.1812
0.29,-0.019718,-0.0068477,-0.014196,0.12071,0.015921,-0.97972,0.15911,-0.2606,-0.086112,0.075156,0.12707,1.2688,0.010934,-2.5051,-0.75339,0.69558,0,0,0,2.7015,2.708,2.7053,2.7083,-14.752,-3.4292,3.7204,-26.572,4.2851,2.5895
0.3,-0.022452,-0.007747,-0.013409,0.12702,0.01642,-0.97912,0.15789,-0.2864,-0.093817,0.082299,0.13417,1.2718,0.012175,-2.6539,-0.78745,0.7329,0,0,0,2.7204,2.7259,2.7234,2.7273,-15.011,-3.3822,3.7434,-25.152,5.0953,2.0098
0.31,-0.025451,-0.0087251,-0.012549,0.13334,0.016883,-0.97846,0.15667,-0.31369,-0.10186,0.089815,0.14131,1.2729,0.013491,-2.8053,-0.82101,0.77043,0,0,0,2.7399,2.7445,2.7421,2.747,-15.255,-3.3273,3.7607,-23.756,5.878,1.4418
0.32,-0.028731,-0.0097853,-0.011611,0.13966,0.017308,-0.97777,0.15545,-0.34251,-0.11023,0.097708,0.1485,1.2721,0.014883,-2.959,-0.85398,0.80809,0,0,0,2.76,2.7638,2.7615,2.7672,-15.486,-3.2648,3.7723,-22.384,6.6335,0.88548
0.33,-0.032307,-0.010931,-0.010593,0.14597,0.017693,-0.97703,0.15424,-0.37288,-0.11894,0.10598,0.15571,1.2695,0.016349,-3.1149,-0.88628,0.84585,0,0,0,2.7807,2.7837,2.7815,2.788,-15.703,-3.1948,3.7784,-21.036,7.3622,0.34082
0.34,-0.036194,-0.012165,-0.0094905,0.15226,0.018037,-0.97625,0.15304,-0.40482,-0.12796,0.11462,0.16294,1.2653,0.017887,-3.273,-0.91785,0.88364,0,0,0,2.802,2.8042,2.8021,2.8094,-15.906,-3.1176,3.7791,-19.711,8.0643,-0.19229
0.35,-0.040408,-0.013491,-0.0082994,0.15853,0.018339,-0.97544,0.15184,-0.43834,-0.13729,0.12365,0.17017,1.2596,0.019497,-3.433,-0.94861,0.92142,0,0,0,2.8238,2.8253,2.8234,2.8313,-16.097,-3.0336,3.7746,-18.409,8.7401,-0.71394
0.36,-0.044966,-0.014912,-0.0070162,0.16477,0.018596,-0.97458,0.15065,-0.47348,-0.14693,0.13305,0.17741,1.2525,0.021176,-3.5949,-0.9785,0.95912,0,0,0,2.8462,2.847,2.8452,2.8538,-16.275,-2.9429,3.7649,-17.13,9.3898,-1.2242
0.37,-0.049883,-0.016431,-0.0056371,0.17097,0.018808,-0.97369,0.14947,-0.51025,-0.15686,0.14283,0.18463,1.244,0.022923,-3.7585,-1.0074,0.9967,0,0,0,2.869,2.8693,2.8676,2.8768,-16.44,-2.8459,3.7502,-15.874,10.014,-1.7232
0.38,-0.055177,-0.01805,-0.0041583,0.17712,0.018973,-0.97277,0.14831,-0.54866,-0.16707,0.15299,0.19184,1.2343,0.024736,-3.9236,-1.0354,1.0341,0,0,0,2.8924,2.8921,2.8905,2.9003,-16.592,-2.7427,3.7305,-14.64,10.612,-2.2109
0.39,-0.060862,-0.019773,-0.0025762,0.18322,0.019091,-0.97181,0.14715,-0.58872,-0.17756,0.16351,0.19902,1.2236,0.026611,-4.0903,-1.0623,1.0713,0,0,0,2.9163,2.9154,2.914,2.9242,-16.733,-2.6337,3.706,-13.43,11.186,-2.6875
0.4,-0.066957,-0.021602,-0.00088684,0.18927,0.019161,-0.97082,0.146,-0.63047,-0.18831,0.17441,0.20616,1.2118,0.028547,-4.2582,-1.088,1.1082,0,0,0,2.9406,2.9393,2.938,2.9486,-16.861,-2.5191,3.6768,-12.241,11.734,-3.1531
0.41,-0.073477,-0.02354,0.0009133,0.19525,0.019182,-0.9698,0.14487,-0.67389,-0.19932,0.18568,0.21327,1.1991,0.030542,-4.4274,-1.1126,1.1448,0,0,0,2.9654,2.9636,2.9624,2.9734,-16.978,-2.3991,3.6429,-11.075,12.258,-3.6077
0.42,-0.08044,-0.025589,0.0028279,0.20117,0.019153,-0.96876,0.14375,-0.71902,-0.21056,0.19731,0.22033,1.1855,0.032592,-4.5978,-1.136,1.1811,0,0,0,2.9906,2.9883,2.9873,2.9986,-17.083,-2.274,3.6046,-9.9312,12.757,-4.0514
0.43,-0.087863,-0.027752,0.0048606,0.20702,0.019075,-0.96769,0.14264,-0.76585,-0.22204,0.2093,0.22735,1.1713,0.034696,-4.7691,-1.1581,1.2169,0,0,0,3.0162,3.0135,3.0127,3.0242,-17.176,-2.144,3.562,-8.8091,13.232,-4.4843
0.44,-0.095763,-0.030031,0.007015,0.2128,0.018946,-0.9666,0.14155,-0.8144,-0.23372,0.22164,0.2343,1.1564,0.036849,-4.9412,-1.1789,1.2523,0,0,0,3.0421,3.0391,3.0384,3.0502,-17.259,-2.0094,3.515,-7.7087,13.683,-4.9064
0.45,-0.10416,-0.032427,0.0092947,0.2185,0.018766,-0.96549,0.14047,-0.86468,-0.24561,0.23434,0.2412,1.1409,0.03905,-5.1142,-1.1983,1.2872,0,0,0,3.0684,3.0651,3.0645,3.0765,-17.33,-1.8705,3.4639,-6.6298,14.111,-5.3179
0.46,-0.11306,-0.034944,0.011703,0.22413,0.018535,-0.96436,0.13941,-0.91669,-0.25768,0.24738,0.24803,1.1249,0.041296,-5.2878,-1.2163,1.3215,0,0,0,3.095,3.0914,3.0909,3.1031,-17.391,-1.7273,3.4087,-5.5724,14.516,-5.7189
0.47,-0.1225,-0.037581,0.014243,0.22967,0.018253,-0.96321,0.13837,-0.97044,-0.26993,0.26077,0.2548,1.1085,0.043584,-5.462,-1.2328,1.3553,0,0,0,3.1219,3.1181,3.1177,3.13,-17.442,-1.5802,3.3495,-4.5362,14.897,-6.1093
0.48,-0.13248,-0.040343,0.016919,0.23513,0.01792,-0.96204,0.13735,-1.0259,-0.28233,0.27449,0.26149,1.0918,0.045911,-5.6366,-1.2479,1.3885,0,0,0,3.149,3.145,3.1448,3.1572,-17.482,-1.4294,3.2865,-3.521,15.256,-6.4894
0.49,-0.14302,-0.043229,0.019734,0.24051,0.017535,-0.96086,0.13634,-1.0832,-0.29488,0.28854,0.26812,1.0748,0.048275,-5.8116,-1.2614,1.4211,0,0,0,3.1764,3.1722,3.1721,3.1846,-17.512,-1.2752,3.2198,-2.5268,15.593,-6.8591
0.5,-0.15415,-0.046241,0.022691,0.2458,0.017099,-0.95967,0.13535,-1.1422,-0.30756,0.30291,0.27466,1.0575,0.050673,-5.9868,-1.2734,1.4529,0,0,0,3.204,3.1997,3.1997,3.2122,-17.533,-1.1176,3.1494,-1.5533,15.907,-7.2186
0.51,-0.16587,-0.04938,0.025794,0.25101,0.016613,-0.95847,0.13438,-1.2029,-0.32034,0.31759,0.28113,1.04,0.053102,-6.1622,-1.2837,1.484,0,0,0,3.2319,3.2273,3.2275,3.24,-17.544,-0.9571,3.0754,-0.60034,16.199,-7.5679
0.52,-0.17821,-0.052648,0.029044,0.25613,0.016075,-0.95725,0.13344,-1.2654,-0.33323,0.33259,0.28752,1.0225,0.055559,-6.3377,-1.2925,1.5144,0,0,0,3.2598,3.2552,3.2555,3.268,-17.545,-0.79374,2.998,0.33217,16.47,-7.9072
0.53,-0.19118,-0.056045,0.032446,0.26117,0.015486,-0.95603,0.13251,-1.3297,-0.34619,0.34788,0.29383,1.0048,0.058043,-6.5131,-1.2996,1.544,0,0,0,3.288,3.2832,3.2836,3.2961,-17.537,-0.62778,2.9173,1.2444,16.719,-8.2365
0.54,-0.20481,-0.059572,0.036003,0.26611,0.014846,-0.9548,0.1316,-1.3957,-0.35921,0.36346,0.30006,0.98711,0.060551,-6.6884,-1.305,1.5727,0,0,0,3.3162,3.3114,3.3119,3.3243,-17.52,-0.45943,2.8333,2.1366,16.947,-8.5558
0.55,-0.2191,-0.063229,0.039716,0.27097,0.014157,-0.95357,0.13071,-1.4634,-0.37228,0.37933,0.3062,0.96942,0.06308,-6.8635,-1.3088,1.6006,0,0,0,3.3445,3.3397,3.3402,3.3526,-17.494,-0.2889,2.7462,3.0089,17.155,-8.8653
0.56,-0.23408,-0.067018,0.04359,0.27574,0.013417,-0.95233,0.12985,-1.5329,-0.38538,0.39547,0.31226,0.95176,0.065628,-7.0382,-1.3108,1.6277,0,0,0,3.3729,3.368,3.3687,3.381,-17.46,-0.1164,2.6561,3.8615,17.342,-9.1651
0.57,-0.24977,-0.070937,0.047627,0.28043,0.012627,-0.95108,0.129,-1.6042,-0.39849,0.41188,0.31823,0.93416,0.068193,-7.2126,-1.3111,1.6537,0,0,0,3.4014,3.3965,3.3972,3.4094,-17.417,0.05787,2.563,4.6944,17.509,-9.4552
0.58,-0.26617,-0.074987,0.051829,0.28503,0.011789,-0.94984,0.12818,-1.6772,-0.4116,0.42854,0.32412,0.91667,0.070772,-7.3866,-1.3096,1.6789,0,0,0,3.4299,3.4249,3.4258,3.4378,-17.366,0.23371,2.467,5.5079,17.655,-9.7357
0.59,-0.28332,-0.079169,0.056199,0.28955,0.010901,-0.94859,0.12738,-1.7519,-0.42468,0.44546,0.32992,0.89929,0.073364,-7.5599,-1.3064,1.7031,0,0,0,3.4583,3.4534,3.4543,3.4662,-17.307,0.41091,2.3683,6.3022,17.782,-10.007
0.6,-0.30122,-0.083481,0.060739,0.29398,0.0099642,-0.94734,0.12661,-1.8284,-0.43772,0.4626,0.33564,0.88206,0.075967,-7.7327,-1.3014,1.7263,0,0,0,3.4868,3.4818,3.4829,3.4946,-17.24,0.58929,2.2669,7.0774,17.89,-10.268
0.61,-0.31989,-0.087923,0.065451,0.29832,0.0089795,-0.94609,0.12585,-1.9066,-0.4507,0.47998,0.34127,0.865,0.078578,-7.9047,-1.2946,1.7484,0,0,0,3.5152,3.5103,3.5114,3.523,-17.166,0.76865,2.1629,7.8337,17.979,-10.521
0.62,-0.33935,-0.092495,0.070339,0.30259,0.0079471,-0.94484,0.12512,-1.9865,-0.46361,0.49757,0.34682,0.84812,0.081196,-8.076,-1.286,1.7695,0,0,0,3.5435,3.5386,3.5398,3.5513,-17.084,0.9488,2.0565,8.5712,18.048,-10.764
0.63,-0.35963,-0.097195,0.075403,0.30677,0.0068673,-0.94359,0.12441,-2.0681,-0.47642,0.51536,0.35228,0.83144,0.083819,-8.2464,-1.2757,1.7895,0,0,0,3.5718,3.5669,3.5682,3.5795,-16.994,1.1296,1.9477,9.2901,18.099,-10.997
0.64,-0.38072,-0.10202,0.080647,0.31087,0.0057406,-0.94235,0.12373,-2.1514,-0.48911,0.53335,0.35765,0.81498,0.086446,-8.4158,-1.2635,1.8085,0,0,0,3.5999,3.5951,3.5964,3.6076,-16.898,1.3107,1.8366,9.9906,18.132,-11.222
0.65,-0.40266,-0.10698,0.086071,0.31489,0.0045676,-0.9411,0.12307,-2.2364,-0.50168,0.55153,0.36294,0.79874,0.089073,-8.5843,-1.2494,1.8263,0,0,0,3.628,3.6232,3.6245,3.6355,-16.795,1.4921,1.7233,10.673,18.147,-11.438
0.66,-0.42546,-0.11206,0.091678,0.31883,0.0033486,-0.93986,0.12243,-2.3231,-0.5141,0.56988,0.36814,0.78273,0.091701,-8.7517,-1.2336,1.8429,0,0,0,3.6558,3.6511,3.6525,3.6633,-16.684,1.6736,1.6079,11.337,18.144,-11.645
0.67,-0.44913,-0.11726,0.097469,0.3227,0.0020842,-0.93863,0.12181,-2.4114,-0.52635,0.58838,0.37326,0.76697,0.094327,-8.918,-1.216,1.8584,0,0,0,3.6835,3.6788,3.6803,3.691,-16.568,1.855,1.4904,11.983,18.124,-11.842
0.68,-0.47369,-0.12258,0.10345,0.32649,0.00077492,-0.9374,0.12122,-2.5014,-0.53841,0.60704,0.37829,0.75146,0.09695,-9.083,-1.1965,1.8727,0,0,0,3.711,3.7064,3.708,3.7184,-16.445,2.036,1.3711,12.612,18.086,-12.032
0.69,-0.49916,-0.12803,0.10961,0.3302,-0.00057883,-0.93617,0.12065,-2.5931,-0.55027,0.62583,0.38324,0.73621,0.099569,-9.2468,-1.1753,1.8858,0,0,0,3.7384,3.7338,3.7354,3.7456,-16.316,2.2166,1.2498,13.222,18.031,-12.212
0.7,-0.52556,-0.13359,0.11596,0.33384,-0.0019765,-0.93494,0.12011,-2.6864,-0.56191,0.64475,0.3881,0.72122,0.10218,-9.4093,-1.1522,1.8977,0,0,0,3.7654,3.761,3.7626,3.7727,-16.18,2.3966,1.1268,13.816,17.96,-12.384
0.71,-0.55289,-0.13926,0.12251,0.33741,-0.0034175,-0.93373,0.11959,-2.7813,-0.57331,0.66378,0.39288,0.70649,0.10479,-9.5704,-1.1273,1.9084,0,0,0,3.7923,3.7879,3.7896,3.7994,-16.039,2.5758,1.0022,14.392,17.873,-12.547
0.72,-0.58119,-0.14505,0.12924,0.34091,-0.0049015,-0.93251,0.11909,-2.8778,-0.58445,0.68291,0.39758,0.69202,0.10738,-9.7301,-1.1007,1.9177,0,0,0,3.8189,3.8145,3.8163,3.826,-15.893,2.754,0.87593,14.951,17.769,-12.702
0.73,-0.61045,-0.15095,0.13616,0.34433,-0.0064277,-0.9313,0.11861,-2.9759,-0.59532,0.70213,0.40219,0.67783,0.10997,-9.8883,-1.0722,1.9259,0,0,0,3.8452,3.8409,3.8427,3.8522,-15.74,2.9311,0.74817,15.493,17.649,-12.849
0.74,-0.64071,-0.15696,0.14328,0.34769,-0.0079958,-0.9301,0.11816,-3.0755,-0.60589,0.72143,0.40672,0.6639,0.11254,-10.045,-1.0421,1.9327,0,0,0,3.8713,3.8671,3.8689,3.8782,-15.583,3.1069,0.61898,16.018,17.514,-12.987
0.75,-0.67197,-0.16307,0.15059,0.35099,-0.0096051,-0.9289,0.11773,-3.1768,-0.61615,0.74078,0.41116,0.65024,0.11511,-10.2,-1.0101,1.9382,0,0,0,3.897,3.8929,3.8947,3.9039,-15.42,3.2813,0.48846,16.527,17.364,-13.117
0.76,-0.70425,-0.16928,0.1581,0.35421,-0.011255,-0.92771,0.11732,-3.2795,-0.62609,0.76019,0.41552,0.63684,0.11766,-10.353,-0.97643,1.9425,0,0,0,3.9224,3.9184,3.9202,3.9292,-15.252,3.4542,0.35667,17.019,17.199,-13.239
0.77,-0.73757,-0.17559,0.1658,0.35738,-0.012945,-0.92652,0.11694,-3.3838,-0.63567,0.77963,0.4198,0.62371,0.12019,-10.505,-0.94104,1.9454,0,0,0,3.9475,3.9435,3.9455,3.9542,-15.08,3.6253,0.22371,17.495,17.019,-13.353
0.78,-0.77193,-0.18199,0.17369,0.36047,-0.014675,-0.92534,0.11658,-3.4896,-0.6449,0.79909,0.424,0.61085,0.12271,-10.655,-0.90394,1.9469,0,0,0,3.9723,3.9684,3.9703,3.9789,-14.903,3.7945,0.089648,17.955,16.824,-13.459
0.79,-0.80736,-0.18849,0.18178,0.36351,-0.016444,-0.92416,0.11624,-3.5969,-0.65375,0.81856,0.42811,0.59824,0.12521,-10.803,-0.86515,1.9472,0,0,0,3.9967,3.9929,3.9948,4.0032,-14.721,3.9617,-0.045434,18.399,16.616,-13.557
0.8,-0.84388,-0.19507,0.19006,0.36649,-0.018251,-0.92299,0.11592,-3.7057,-0.6622,0.83803,0.43214,0.58589,0.1277,-10.949,-0.82471,1.946,0,0,0,4.0208,4.017,4.019,4.0272,-14.535,4.1267,-0.18146,18.827,16.393,-13.647
0.81,-0.88148,-0.20173,0.19854,0.3694,-0.020096,-0.92183,0.11563,-3.8159,-0.67024,0.85748,0.43608,0.57379,0.13016,-11.094,-0.78263,1.9435,0,0,0,4.0444,4.0407,4.0427,4.0508,-14.344,4.2895,-0.31835,19.24,16.157,-13.729
0.82,-0.9202,-0.20847,0.20721,0.37226,-0.021979,-0.92067,0.11535,-3.9275,-0.67785,0.8769,0.43994,0.56195,0.1326,-11.236,-0.73893,1.9397,0,0,0,4.0677,4.0641,4.0661,4.074,-14.15,4.4498,-0.45602,19.637,15.908,-13.804
0.83,-0.96004,-0.21528,0.21608,0.37506,-0.023898,-0.91952,0.1151,-4.0406,-0.68501,0.89627,0.44372,0.55035,0.13503,-11.377,-0.69364,1.9344,0,0,0,4.0906,4.087,4.089,4.0968,-13.952,4.6076,-0.59441,20.018,15.645,-13.872
0.84,-1.001,-0.22217,0.22514,0.3778,-0.025853,-0.91837,0.11487,-4.1551,-0.69171,0.91558,0.44741,0.539,0.13743,-11.515,-0.64678,1.9278,0,0,0,4.1131,4.1095,4.1116,4.1191,-13.75,4.7627,-0.73343,20.385,15.37,-13.932
0.85,-1.0431,-0.22912,0.23439,0.38049,-0.027844,-0.91723,0.11466,-4.2709,-0.69794,0.93482,0.45102,0.52788,0.1398,-11.652,-0.59839,1.9197,0,0,0,4.1351,4.1317,4.1337,4.1411,-13.544,4.915,-0.87301,20.737,15.082,-13.984
0.86,-1.0864,-0.23612,0.24383,0.38313,-0.029869,-0.91609,0.11447,-4.3881,-0.70368,0.95397,0.45455,0.517,0.14216,-11.786,-0.54849,1.9103,0,0,0,4.1568,4.1534,4.1554,4.1626,-13.335,5.0643,-1.0131,21.074,14.782,-14.029
0.87,-1.1309,-0.24319,0.25347,0.38571,-0.031929,-0.91496,0.1143,-4.5066,-0.70891,0.97302,0.45799,0.50636,0.14448,-11.918,-0.49712,1.8995,0,0,0,4.178,4.1746,4.1767,4.1837,-13.123,5.2106,-1.1536,21.396,14.47,-14.067
0.88,-1.1766,-0.2503,0.26329,0.38824,-0.034023,-0.91383,0.11415,-4.6265,-0.71361,0.99195,0.46134,0.49594,0.14678,-12.048,-0.44429,1.8872,0,0,0,4.1987,4.1954,4.1975,4.2044,-12.907,5.3537,-1.2944,21.704,14.147,-14.098
0.89,-1.2234,-0.25746,0.27331,0.39072,-0.036149,-0.91271,0.11402,-4.7476,-0.71779,1.0108,0.46461,0.48574,0.14905,-12.176,-0.39005,1.8736,0,0,0,4.219,4.2158,4.2179,4.2246,-12.688,5.4935,-1.4355,21.997,13.812,-14.122
0.9,-1.2715,-0.26465,0.28351,0.39315,-0.038308,-0.91159,0.11391,-4.87,-0.72141,1.0294,0.46779,0.47576,0.1513,-12.302,-0.33443,1.8585,0,0,0,4.2389,4.2357,4.2378,4.2444,-12.467,5.6299,-1.5768,22.276,13.465,-14.139
0.91,-1.3208,-0.27188,0.29389,0.39553,-0.040498,-0.91047,0.11381,-4.9936,-0.72447,1.0479,0.47088,0.466,0.15351,-12.426,-0.27747,1.842,0,0,0,4.2583,4.2551,4.2572,4.2636,-12.243,5.7627,-1.7183,22.542,13.108,-14.149
