k,phase,seg,sim_time_ns,a_thrust,a_roll,a_pitch,a_yaw,cmd_wx,cmd_wy,cmd_wz,cmd_thrust,collective,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,k_tick
-1,boot,boot,1287445133000,,,,,0.0,0.0,0.0,1.0,0.2656,0.0,0.0,-0.0,-2.999152183532715,-0.002339959144592285,-9.340299606323242,0
0,prog,g0+a,1287472883000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,-0.0013544540852308273,-0.010584130883216858,-3.4084892831742764e-05,-3.010528087615967,-0.05186724662780762,-10.098138809204102,1
0,prog,g0+a,1287493738000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,2.5693094357848167e-05,-0.005863494239747524,-0.04990058392286301,-1.8750594854354858,-0.024909943342208862,-9.348522186279297,2
1,prog,g0+a,1287521535000,-0.48,-0.00856688,-0.0,0.10509554,-0.02690000320000019,-0.0,0.32999999560000015,1.3,0.34528000000000003,0.08445744961500168,-0.0087212473154068,-0.7973048686981201,-0.002116084098815918,0.006382346153259277,-10.82200813293457,3
2,prog,g0+a,1287542318000,-0.48,-0.04735669,-0.0,0.15347134,-0.14870000659999993,-0.0,0.4819000076000002,1.3,0.34528000000000003,0.10686792433261871,0.002651393413543701,-1.1523897647857666,-0.0010409355163574219,0.009176254272460938,-12.351763725280762,4
3,prog,g0+a,1287570040000,-0.48,-0.04792994,-0.0,0.14480892,-0.1505000115999997,-0.0,0.45470000880000017,1.3,0.34528000000000003,0.20704706013202667,-0.004048556089401245,-1.1910029649734497,-0.001855611801147461,0.019641876220703125,-13.636259078979492,5
4,prog,g0,1287597843000,-0.66116,-0.04640127,-0.0,0.10210191,-0.14569998780000004,-0.0,0.3205999974,0.8471000000000001,0.22498976,0.49019891023635864,-0.006842672824859619,-1.2917134761810303,-0.0037453174591064453,0.04876518249511719,-14.288680076599121,6
5,prog,g0,1287618657000,-0.66116,-0.04640127,-0.0,0.10210191,-0.14569998780000004,-0.0,0.3205999974,0.8471000000000001,0.22498976,0.45161116123199463,0.0089341402053833,-1.2347500324249268,-0.007147789001464844,0.04063892364501953,-12.896484375,7
7,prog,g0,1287653411000,-0.65378,-0.11458599,-0.0,-0.08506369,-0.35980000860000017,-0.0,-0.2670999865999999,0.8655499999999999,0.22989008,0.39196261763572693,0.003714829683303833,-0.8289361596107483,-0.01063394546508789,0.010114669799804688,-3.5619802474975586,8
8,prog,g0,1287674295000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.7737364172935486,0.11967217922210693,-0.26410356163978577,-0.023604273796081543,0.06625938415527344,-12.216915130615234,9
9,prog,g0,1287702000000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.7480100989341736,0.013942629098892212,0.7982139587402344,-0.018764019012451172,0.03776907920837402,-7.141809940338135,10
10,prog,g0,1287722927000,-0.637776,-0.05888535,-0.0,-0.07519108,-0.18489999899999976,-0.0,-0.2360999911999997,0.9055599999999999,0.24051673599999998,0.4885154962539673,-0.058200567960739136,1.056023120880127,-0.023140549659729004,0.02261829376220703,-6.026098251342773,11
11,prog,g0,1287750613000,-0.633648,0.02557325,-0.0,0.02566879,0.08030000500000023,-0.0,0.0806000006000005,0.91588,0.243257728,0.4882569909095764,-0.01778954267501831,0.8427872061729431,-0.027503132820129395,0.022436976432800293,-6.343738555908203,12
11,prog,g0,1287771446000,-0.633648,0.02557325,-0.0,0.02566879,0.08030000500000023,-0.0,0.0806000006000005,0.91588,0.243257728,0.34290623664855957,0.024739861488342285,0.52341228723526,-0.03522694110870361,0.024749755859375,-9.871245384216309,13
13,prog,g0,1287799309000,-0.63454,0.05171975,-0.0,0.06955414,0.1624000149999998,-0.0,0.2183999995999999,0.9136500000000001,0.24266544,-0.2644335627555847,0.037867188453674316,-0.21394827961921692,-0.0428348183631897,-0.013825654983520508,-8.573237419128418,14
14,prog,g0,1287827263000,-0.636596,0.06041401,-0.0,0.0989172,0.18969999139999993,-0.0,0.3106000080000002,0.9085099999999999,0.241300256,-0.41136491298675537,-0.015718013048171997,-0.6203380823135376,-0.04753607511520386,-0.019912362098693848,-8.075289726257324,15
15,prog,g0,1287847900000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.5147634744644165,-0.006763875484466553,-0.8396615982055664,-0.05395025014877319,-0.024346470832824707,-8.027533531188965,16
16,prog,g0,1287875754000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.49445393681526184,-0.008491754531860352,-0.9945010542869568,-0.061941325664520264,-0.02036571502685547,-7.805849075317383,17
16,prog,g0,1287896575000,-0.64338,0.05226115,-0.0,0.10961783,0.16410001100000038,-0.0,0.3441999861999996,0.8915500000000001,0.23679568,-0.4431375563144684,-0.00963011384010315,-1.0088460445404053,-0.06783413887023926,-0.01563239097595215,-7.753974914550781,18
18,prog,g0,1287924441000,-0.638484,0.02958599,-0.0,0.05630573,0.09290000860000003,-0.0,0.1767999922000003,0.9037899999999999,0.24004662399999996,-0.445620059967041,-0.005752146244049072,-0.9543642401695251,-0.07634633779525757,-0.0133742094039917,-7.8892083168029785,19
