k,phase,seg,sim_time_ns,a_thrust,a_roll,a_pitch,a_yaw,cmd_wx,cmd_wy,cmd_wz,cmd_thrust,collective,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
-1,boot,boot,3715932000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0,0.0,-0.0,-2.9991626739501953,0.0009055137634277344,-9.340295791625977
-1,boot,boot,3743705000,,,,,0.0,0.0,0.0,1.5,0.3984,0.0012316666543483734,-0.00549421226605773,0.003338636364787817,-2.9640395641326904,0.018646240234375,-10.086861610412598
-1,boot,boot,3771422000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.001685428898781538,0.0035625798627734184,-0.00048638315638527274,-0.0003718137741088867,-0.0001302957534790039,-11.076271057128906
-1,boot,boot,3792339000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0008445801213383675,0.0024123485200107098,-0.000741947500500828,-0.0009665489196777344,-8.511543273925781e-05,-14.077369689941406
-1,boot,boot,3820090000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00017572227807249874,-0.00027788360603153706,-0.00027148466324433684,-0.002010822296142578,-2.5987625122070312e-05,-16.44053077697754
-1,boot,boot,3847890000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0003418233245611191,0.00021997987641952932,0.00015096305287443101,-0.004113674163818359,-4.410743713378906e-05,-17.613462448120117
-1,boot,boot,3868666000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00033111838274635375,0.0003528364177327603,0.00019580147636588663,-0.0061337947845458984,-3.695487976074219e-05,-18.055938720703125
-1,boot,boot,3896476000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0002622181491460651,0.0002175916451960802,6.02282743784599e-05,-0.00942373275756836,-3.170967102050781e-05,-18.333419799804688
-1,boot,boot,3924295000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00023445703845936805,0.00018994240963365883,-4.519299545791e-05,-0.013260364532470703,-1.430511474609375e-06,-18.421689987182617
-1,boot,boot,3945086000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00021578810992650688,0.00018239009659737349,-5.1112605433445424e-05,-0.016845226287841797,-2.9802322387695312e-05,-18.422710418701172
-1,boot,boot,3972834000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0001895268796943128,0.00015964469639584422,-1.2798278476111591e-05,-0.021998882293701172,-2.5987625122070312e-05,-18.379215240478516
-1,boot,boot,4000605000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00016701103595551103,0.00013987693819217384,1.3110256986692548e-05,-0.027783870697021484,-2.0742416381835938e-05,-18.307762145996094
-1,boot,boot,4021454000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00015215067833196372,0.00012759015953633934,1.3195593055570498e-05,-0.02327728271484375,7.152557373046875e-07,-18.271928787231445
-1,boot,boot,4056201000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0001301999291172251,0.0001092322199838236,2.3375105229206383e-07,-0.04152178764343262,-1.1205673217773438e-05,-18.126741409301758
-1,boot,boot,4083964000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.0001148014489444904,9.645045065553859e-05,-4.013829311588779e-06,-0.04924488067626953,3.5762786865234375e-06,-18.027481079101562
-1,boot,boot,4104862000,,,,,0.0,0.0,0.0,1.5,0.3984,-0.00010468368418514729,8.782897930359468e-05,-2.858720108633861e-06,-0.05556654930114746,-2.86102294921875e-06,-17.95046043395996
-1,boot,boot,4132601000,,,,,0.0,0.0,0.0,1.5,0.3984,-9.238597704097629e-05,7.739663851680234e-05,-9.793438948690891e-09,-0.06446075439453125,1.6927719116210938e-05,-17.84585952758789
